pair,comparison_id,average_distance,left,right,left_right,right_left,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw
pair07,59,0.7033899838350961,0.6369880507554344,0.7697919169147578,0.7693957315489052,0.637157665927652,R1,11,11C,11C,11C,,H0P1S0M0R0,00:03:00.857,180857,00:03:01.303,181303,446,R1,1.7,11,ppA_both,00:03:15.074,195074,00:03:15.354,195354,280,R1,1.7,11,ppB_left,7,1,A,B,0,1,0,0,0,2,1,0,1,1,0,166,166,180857.0,181303.0,446.0,195049.0,195379.0,330.0,330.0,both
pair07,60,0.7191591959108388,0.7092974404691995,0.7290209513524779,0.7559336669921605,0.6974446424547454,R1,11,11A+11D,11A+11D,11A,11A,H1P1S1M1R0,00:03:16.715,196715,00:03:16.795,196795,80,R1,1.7,11,ppA_both,00:02:53.802,173802,00:02:54.186,174186,384,R1,1.7,11,ppB_both,7,1,B,A,1,1,1,1,0,2,2,1,4,4,2,-304,304,196590.0,196920.0,330.0,173802.0,174186.0,384.0,330.0,both
pair07,61,0.7192009118684748,0.7183730628740737,0.720028760862876,0.7234396651884968,0.7174177093017619,R1,11,11A+11D,11A+11D,11A,11A,H1P1S1M0R1,00:03:16.715,196715,00:03:16.795,196795,80,R1,1.7,11,ppA_both,00:02:54.908,174908,00:02:55.268,175268,360,R1,1.7,11,ppB_both,7,1,B,A,1,1,1,0,1,2,2,1,4,4,1,-280,280,196590.0,196920.0,330.0,174908.0,175268.0,360.0,330.0,both
pair07,62,0.6667494616130119,0.9299907020876141,0.6667494616130119,0.8852533712189146,1.0367000742356014,R1-R2,14,,14C,,14C,H1P1S0M1R1,00:01:23.414,83414,00:01:23.774,83774,360,R1,1.4,14,ppA_right,00:05:32.228,332228,00:05:32.668,332668,440,R2,2.1,14,ppB_right,7,1,A,B,1,1,0,1,1,1,1,1,4,4,1,-80,80,83414.0,83774.0,360.0,332228.0,332668.0,440.0,360.0,right
pair07,63,0.9832705051389803,1.1252405748508545,0.8413004354271062,1.11963456773471,0.8436146931479187,R1-R2,9,09D,main,main,09D,H1P1S0M0R0,00:05:43.425,343425,00:05:43.505,343505,80,R2,2.2,9,ppA_both,00:00:10.554,10554,00:00:11.006,11006,452,R1,1.1,9,ppB_both,7,0,B,A,1,1,0,0,0,2,2,1,2,2,0,-372,372,343300.0,343630.0,330.0,10554.0,11006.0,452.0,330.0,both
pair07,64,0.9937438231656045,1.1025189203990309,0.8849687259321781,1.1016320197986809,0.888938084232769,R1-R2,"9, 13",09D,main,main,13D,H1P1S1M0R0,00:05:43.425,343425,00:05:43.505,343505,80,R2,2.2,9,ppA_both,00:01:39.950,99950,00:01:40.230,100230,280,R1,1.5,13,ppB_both,7,0,B,A,1,1,1,0,0,2,2,1,3,3,1,-200,200,343300.0,343630.0,330.0,99925.0,100255.0,330.0,330.0,both
pair07,65,1.0087109160704582,1.1339487105095991,0.8834731216313172,1.1309179950096235,0.8905359113173569,R1-R2,"9, 11",09D,main,main,main,H1P1S0M1R0,00:05:43.425,343425,00:05:43.505,343505,80,R2,2.2,9,ppA_both,00:02:44.399,164399,00:02:44.599,164599,200,R1,1.7,11,ppB_both,7,0,B,A,1,1,0,1,0,2,2,1,3,3,1,-120,120,343300.0,343630.0,330.0,164334.0,164664.0,330.0,330.0,both
pair07,66,0.8296360619777119,0.7209455606559843,0.9383265632994394,0.7699088800700329,0.9099184920819497,R1-R2,"9, 11",09D,main,main,main,H1P1S1M1R0,00:05:43.425,343425,00:05:43.505,343505,80,R2,2.2,9,ppA_both,00:03:06.697,186697,00:03:07.256,187256,559,R1,1.7,11,ppB_both,7,0,B,A,1,1,1,1,0,2,2,1,4,4,2,-479,479,343300.0,343630.0,330.0,186697.0,187256.0,559.0,330.0,both
pair07,67,0.6294770702225464,0.6294770702225464,0.7248009371982245,0.8705322282176322,0.6407466871260126,R1-R2,9,09C,,09C,,H1P1S1M0R1,00:05:44.468,344468,00:05:44.909,344909,441,R2,2.2,9,ppA_left,00:00:16.723,16723,00:00:17.158,17158,435,R1,1.1,9,ppB_left,7,1,B,A,1,1,1,0,1,1,1,1,4,4,1,6,6,344468.0,344909.0,441.0,16723.0,17158.0,435.0,435.0,left
pair07,68,0.5237584863340043,0.5237584863340043,0.6307986328382083,0.7675768482782171,0.6504230698492114,R1-R2,9,09C,,09C,,H1P1S0M1R1,00:05:44.468,344468,00:05:44.909,344909,441,R2,2.2,9,ppA_left,00:00:17.984,17984,00:00:18.304,18304,320,R1,1.1,9,ppB_left,7,1,B,A,1,1,0,1,1,1,1,1,4,4,1,121,121,344468.0,344909.0,441.0,17979.0,18309.0,330.0,330.0,left
pair07,69,0.6642781464972931,0.7377671061396732,0.6642781464972931,0.5958518655702482,0.7321376326407841,R1-R2,9,,09A,09A,,H0P0S0M0R1,00:05:47.135,347135,00:05:48.017,348017,882,R2,2.2,9,ppA_right,00:00:13.347,13347,00:00:13.560,13560,213,R1,1.1,9,ppB_left,7,1,B,A,0,0,0,0,1,1,1,1,1,2,0,669,669,347135.0,348017.0,882.0,13288.5,13618.5,330.0,330.0,right_left
pair07,70,0.5818671844588921,0.7814815542583808,0.5818671844588921,0.5198199228942291,0.7103250079867909,R1-R2,9,,09A,09A,,H0P0S0M1R0,00:05:47.135,347135,00:05:48.017,348017,882,R2,2.2,9,ppA_right,00:00:14.943,14943,00:00:15.303,15303,360,R1,1.1,9,ppB_left,7,1,B,A,0,0,0,1,0,1,1,1,1,2,1,522,522,347135.0,348017.0,882.0,14943.0,15303.0,360.0,360.0,right_left
pair07,71,0.8516230113309957,0.8580985658375193,0.8451474568244722,1.0919377940073414,1.047113713161627,R1-R2,9,09B,09B,09B,09B,H1P1S0M0R0,00:05:53.258,353258,00:05:53.578,353578,320,R2,2.2,9,ppA_both,00:00:20.845,20845,00:00:21.527,21527,682,R1,1.1,9,ppB_both,7,1,B,A,1,1,0,0,0,2,2,1,2,2,0,-362,362,353253.0,353583.0,330.0,20845.0,21527.0,682.0,330.0,both
pair07,72,0.7771358372993535,0.8336732932119414,0.7205983813867656,1.0865625335023053,0.9552172705795541,R1-R2,9,09B,09B,09B,09B,H1P1S0M0R0,00:05:53.258,353258,00:05:53.578,353578,320,R2,2.2,9,ppA_both,00:00:22.205,22205,00:00:22.605,22605,400,R1,1.1,9,ppB_both,7,1,B,A,1,1,0,0,0,2,2,1,2,2,0,-80,80,353253.0,353583.0,330.0,22205.0,22605.0,400.0,330.0,both
pair07,73,0.7804596680542969,0.7804596680542969,0.7028817754760838,0.8216222629407649,0.8242378334467625,R1-R2,9,09C,,09C,,H1P1S1M0R1,00:06:03.513,363513,00:06:04.073,364073,560,R2,2.2,9,ppA_left,00:00:16.723,16723,00:00:17.158,17158,435,R1,1.1,9,ppB_left,7,1,B,A,1,1,1,0,1,1,1,1,4,4,1,125,125,363513.0,364073.0,560.0,16723.0,17158.0,435.0,435.0,left
pair07,74,0.681991383511759,0.681991383511759,0.6298178841482909,0.7219454488867543,0.8470460937052684,R1-R2,9,09C,,09C,,H1P1S1M0R1,00:06:03.513,363513,00:06:04.073,364073,560,R2,2.2,9,ppA_left,00:00:17.984,17984,00:00:18.304,18304,320,R1,1.1,9,ppB_left,7,1,B,A,1,1,1,0,1,1,1,1,4,4,1,240,240,363513.0,364073.0,560.0,17979.0,18309.0,330.0,330.0,left
pair07,75,0.749922377249798,0.7747665438556204,0.7250782106439757,1.2208138696084938,0.7922450736486224,R1-R2,16,16C,,16C,16A,H0P1S0M0R0,00:01:49.883,109883,00:01:50.123,110123,240,R1,1.6,16,ppA_left,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,0,1,0,0,0,1,2,0,1,1,0,0,0,109838.0,110168.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,76,0.8402011189338054,0.8342679268506773,0.8461343110169335,1.221104498585577,0.9809437707506785,R1-R2,16,16C,16A,16C,16A,H1P1S0M0R0,00:01:50.798,110798,00:01:50.838,110838,40,R1,1.6,16,ppA_both,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,1,1,0,0,0,2,2,1,2,2,0,-200,200,110653.0,110983.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,77,0.8215364476866194,0.8071648372428465,0.8359080581303923,1.0199417409154805,0.7481522930980952,R1-R2,16,16C,,16C,16A,H0P1S1M0R1,00:02:18.216,138216,00:02:18.336,138336,120,R1,1.6,16,ppA_left,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,0,1,1,0,1,1,2,0,3,3,1,-120,120,138111.0,138441.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,78,0.9522641289454379,0.8589573629051582,1.0455708949857176,1.1432845271532528,0.9897036293178758,R1-R2,16,16A,16C,16C,16A,H1P1S0M1R0,00:02:12.749,132749,00:02:13.029,133029,280,R1,1.6,16,ppA_both,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,1,1,0,1,0,2,2,1,3,3,1,40,40,132724.0,133054.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,79,0.962353603847834,0.8895882046066953,1.0351190030889728,1.0842053299531416,1.0503027755543914,R1-R2,16,,16C,16C,16A,H0P1S0M1R0,00:02:13.318,133318,00:02:13.758,133758,440,R1,1.6,16,ppA_right,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,0,1,0,1,0,1,2,0,2,2,1,200,200,133318.0,133758.0,440.0,370572.0,370902.0,330.0,330.0,both
pair07,80,0.8837484839812348,0.821833197703967,0.9456637702585026,1.0916664827617106,0.8452182080835893,R1-R2,16,16A,16C,16C,16A,H1P1S1M0R0,00:02:15.147,135147,00:02:15.228,135228,81,R1,1.6,16,ppA_both,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,1,1,1,0,0,2,2,1,3,3,1,-159,159,135022.5,135352.5,330.0,370572.0,370902.0,330.0,330.0,both
pair07,81,0.9641629189300577,0.9589428907642098,0.9693829470959056,1.1331996823032877,0.9351572904889442,R1-R2,16,16A,,16C,16A,H0P1S0M0R0,00:02:14.037,134037,00:02:14.145,134145,108,R1,1.6,16,ppA_left,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,0,1,0,0,0,1,2,0,1,1,0,-132,132,133926.0,134256.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,82,0.7246227461229018,0.7303847202498406,0.7188607719959631,1.0402865177079406,0.7740219544390347,R1-R2,16,,16A,16C,16A,H0P1S0M0R0,00:01:49.177,109177,00:01:49.262,109262,85,R1,1.6,16,ppA_right,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,0,1,0,0,0,1,2,0,1,1,0,-155,155,109054.5,109384.5,330.0,370572.0,370902.0,330.0,330.0,both
pair07,83,0.8427377061805452,0.7700715909587501,0.9154038214023403,1.071579513957117,0.8049636097634876,R1-R2,16,,16A,16C,16A,H0P1S1M0R1,00:02:17.856,137856,00:02:17.936,137936,80,R1,1.6,16,ppA_right,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,0,1,1,0,1,1,2,0,3,3,1,-160,160,137731.0,138061.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,84,0.7854272372790956,0.8128668024788661,0.757987672079325,1.1533410134039226,0.8528992916760908,R1-R2,16,16A+16C,16A+16C,16C,16A,H1P1S0M0R1,00:01:51.722,111722,00:01:54.443,114443,2721,R1,1.6,16,ppA_both,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,1,1,0,0,1,2,2,1,3,3,0,2481,2481,111722.0,114443.0,2721.0,370572.0,370902.0,330.0,330.0,both
pair07,85,0.8046289389084191,0.8725577681427582,0.73670010967408,1.17093382026027,0.8567509446413517,R1-R2,16,16A+16C,16A+16C,16C,16A,H1P1S0M0R1,00:02:24.231,144231,00:02:24.549,144549,318,R1,1.6,16,ppA_both,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,1,1,0,0,1,2,2,1,3,3,0,78,78,144225.0,144555.0,330.0,370572.0,370902.0,330.0,330.0,both
pair07,86,0.8979874731130556,0.9708271588817948,0.8251477873443164,1.147086252219691,1.0167660867554118,R1-R2,16,16A+16C,16A+16C,16C,16A,H1P1S0M0R0,00:02:25.280,145280,00:02:26.040,146040,760,R1,1.6,16,ppA_both,00:06:10.617,370617,00:06:10.857,370857,240,R2,2.3,16,ppB_both,7,1,A,B,1,1,0,0,0,2,2,1,2,2,0,520,520,145280.0,146040.0,760.0,370572.0,370902.0,330.0,330.0,both
pair07,87,0.9658840837446889,1.1348555674125935,0.7969126000767843,1.0394630499223891,1.002877549973681,R1-R2,10,,10B,10B+10F,10B+10F,H0P1S1M1R1,00:03:51.267,231267,00:03:51.707,231707,440,R1,1.1,10,ppA_right,00:06:32.824,392824,00:06:33.182,393182,358,R2,2.5,10,ppB_both,7,1,A,B,0,1,1,1,1,1,2,0,4,4,2,82,82,231267.0,231707.0,440.0,392824.0,393182.0,358.0,358.0,both
pair07,88,0.7116129056297971,0.7505072300084403,0.6727185812511537,1.0334852110302313,0.8875621316425778,R1-R2,10,10F,,10B+10F,10B+10F,H0P1S1M1R1,00:03:53.270,233270,00:03:53.710,233710,440,R1,1.1,10,ppA_left,00:06:32.824,392824,00:06:33.182,393182,358,R2,2.5,10,ppB_both,7,1,A,B,0,1,1,1,1,1,2,0,4,4,2,82,82,233270.0,233710.0,440.0,392824.0,393182.0,358.0,358.0,both
pair07,89,0.7195152052995912,0.663317195264008,0.7757132153351745,0.9234001428797038,0.9874335817552241,R1-R2,10,,10B,10B+10F,10B+10F,H0P1S1M0R1,00:03:57.698,237698,00:03:57.818,237818,120,R1,1.1,10,ppA_right,00:06:32.824,392824,00:06:33.182,393182,358,R2,2.5,10,ppB_both,7,1,A,B,0,1,1,0,1,1,2,0,3,3,1,-238,238,237593.0,237923.0,330.0,392824.0,393182.0,358.0,330.0,both
pair07,90,0.7404525513331092,0.7987220831365822,0.6821830195296361,1.0493422233967504,0.8693077165899561,R1-R2,10,10F,,10B+10F,10B+10F,H0P1S1M1R1,00:03:59.215,239215,00:03:59.565,239565,350,R1,1.1,10,ppA_left,00:06:32.824,392824,00:06:33.182,393182,358,R2,2.5,10,ppB_both,7,1,A,B,0,1,1,1,1,1,2,0,4,4,2,-8,8,239215.0,239565.0,350.0,392824.0,393182.0,358.0,350.0,both
pair07,91,0.9646086670236699,0.9646086670236699,0.814763094386901,1.313315508309523,0.7625186000628035,R1-R2,10,10D,,10D,,H1P1S1M0R0,00:04:00.518,240518,00:04:01.991,241991,1473,R1,1.1,10,ppA_left,00:06:34.564,394564,00:06:34.644,394644,80,R2,2.5,10,ppB_left,7,1,A,B,1,1,1,0,0,1,1,1,3,3,1,1393,1393,240518.0,241991.0,1473.0,394439.0,394769.0,330.0,330.0,left
pair07,92,0.5405151141229675,0.5405151141229675,0.612036069929962,0.8034425252378836,0.7674666862574087,R1-R2,11,11B,,11B,,H1P1S0M1R0,00:06:41.133,401133,00:06:41.214,401214,81,R2,2.6,11,ppA_left,00:02:47.122,167122,00:02:47.282,167282,160,R1,1.7,11,ppB_left,7,1,B,A,1,1,0,1,0,1,1,1,3,3,1,-79,79,401008.5,401338.5,330.0,167037.0,167367.0,330.0,330.0,left
pair07,93,0.5774673883139815,0.5774673883139815,0.5730341179917167,0.7717793188858717,0.7680314831311643,R1-R2,11,11B,,11B,,H1P1S0M0R0,00:06:41.133,401133,00:06:41.214,401214,81,R2,2.6,11,ppA_left,00:02:48.521,168521,00:02:49.192,169192,671,R1,1.7,11,ppB_left,7,1,B,A,1,1,0,0,0,1,1,1,2,2,0,-590,590,401008.5,401338.5,330.0,168521.0,169192.0,671.0,330.0,left
pair07,94,0.450889773166711,0.450889773166711,0.718286416912522,0.7784350993798889,0.5488804487752743,R1-R2,11,11B,,,11B,H0P1S1M0R0,00:06:41.133,401133,00:06:41.214,401214,81,R2,2.6,11,ppA_left,00:03:09.111,189111,00:03:09.231,189231,120,R1,1.7,11,ppB_right,7,1,B,A,0,1,1,0,0,1,1,1,2,3,1,-39,39,401008.5,401338.5,330.0,189006.0,189336.0,330.0,330.0,left_right
pair07,95,0.5242589605054864,0.5242589605054864,0.7596305226521511,0.7605071518759939,0.7031811822501879,R1-R2,11,11B,,,11B,H0P0S0M0R0,00:06:41.133,401133,00:06:41.214,401214,81,R2,2.6,11,ppA_left,00:03:09.938,189938,00:03:10.098,190098,160,R1,1.7,11,ppB_right,7,1,B,A,0,0,0,0,0,1,1,1,0,1,0,-79,79,401008.5,401338.5,330.0,189853.0,190183.0,330.0,330.0,left_right
pair07,96,0.5113683540511775,0.5113683540511775,0.8261540371821876,0.7531211201136723,0.7325467842627091,R1-R2,11,11B,,,11B,H0P0S0M0R0,00:06:41.133,401133,00:06:41.214,401214,81,R2,2.6,11,ppA_left,00:03:10.670,190670,00:03:11.110,191110,440,R1,1.7,11,ppB_right,7,1,B,A,0,0,0,0,0,1,1,1,0,1,0,-359,359,401008.5,401338.5,330.0,190670.0,191110.0,440.0,330.0,left_right
pair07,97,0.8157695482861624,0.7670713944672846,0.8644677021050404,0.8640444973031846,0.7672319041907514,R1-R2,11,11C,,11C,11C,H0P0S0M1R0,00:06:43.444,403444,00:06:44.325,404325,881,R2,2.6,11,ppA_left,00:02:57.404,177404,00:02:57.884,177884,480,R1,1.7,11,ppB_both,7,1,B,A,0,0,0,1,0,1,2,0,1,1,1,401,401,403444.0,404325.0,881.0,177404.0,177884.0,480.0,480.0,both
pair07,98,0.597685598718486,0.597685598718486,0.6846992119608911,0.8002385316550178,0.7698447776432011,R1-R2,11,11C,,11C,,H1P1S0M0R1,00:06:43.444,403444,00:06:44.325,404325,881,R2,2.6,11,ppA_left,00:02:58.819,178819,00:02:59.168,179168,349,R1,1.7,11,ppB_left,7,1,B,A,1,1,0,0,1,1,1,1,3,3,0,532,532,403444.0,404325.0,881.0,178819.0,179168.0,349.0,349.0,left
pair07,99,0.5847844674606235,0.5847844674606235,0.8468991375688988,0.8857243822936673,0.8450317947382547,R1-R2,11,11C,,11C,,H1P1S0M0R1,00:06:43.444,403444,00:06:44.325,404325,881,R2,2.6,11,ppA_left,00:03:15.074,195074,00:03:15.354,195354,280,R1,1.7,11,ppB_left,7,1,B,A,1,1,0,0,1,1,1,1,3,3,0,601,601,403444.0,404325.0,881.0,195049.0,195379.0,330.0,330.0,left
pair07,100,0.794054327400397,0.8311405814714834,0.7569680733293106,0.7566139014275278,0.8914787690309536,R1-R2,12,12C,12C,12C,,H0P1S0M0R1,00:05:18.746,318746,00:05:19.336,319336,590,R1,1.16,12,ppA_both,00:06:59.486,419486,00:07:00.766,420766,1280,R2,2.7,12,ppB_left,7,1,A,B,0,1,0,0,1,2,1,0,2,2,0,-690,690,318746.0,319336.0,590.0,419486.0,420766.0,1280.0,590.0,both
pair07,101,1.050281797073159,0.981403061365072,1.1191605327812462,1.1292889232431298,0.980155191591672,R1-R2,12,12C,12C,12C,,H0P1S0M0R0,00:05:19.726,319726,00:05:20.336,320336,610,R1,1.16,12,ppA_both,00:06:59.486,419486,00:07:00.766,420766,1280,R2,2.7,12,ppB_left,7,1,A,B,0,1,0,0,0,2,1,0,1,1,0,-670,670,319726.0,320336.0,610.0,419486.0,420766.0,1280.0,610.0,both
pair07,102,0.8313755607925728,0.8523870112100804,1.098335441425954,0.9884779936635015,0.8313755607925728,R1-R2,12,,12C,12C,,H0P0S0M0R0,00:05:21.079,321079,00:05:21.926,321926,847,R1,1.16,12,ppA_right,00:06:59.486,419486,00:07:00.766,420766,1280,R2,2.7,12,ppB_left,7,1,A,B,0,0,0,0,0,1,1,1,0,1,0,-433,433,321079.0,321926.0,847.0,419486.0,420766.0,1280.0,847.0,right_left
pair07,103,1.0633340998033127,1.0633340998033127,0.9120067761655359,0.8947139919049801,0.8068464564036505,R2,12,12A,,12A,,H1P1S0M0R1,00:07:04.272,424272,00:07:04.468,424468,196,R2,2.7,12,ppA_left,00:06:53.697,413697,00:06:53.857,413857,160,R2,2.7,12,ppB_left,7,1,B,A,1,1,0,0,1,1,1,1,3,3,0,36,36,424205.0,424535.0,330.0,413612.0,413942.0,330.0,330.0,left
pair07,104,0.9374158673275284,1.0038643436980954,0.9374158673275284,1.1355656032972268,1.003390559541563,R2,12,12A,,,12A,H1P1S1M1R1,00:07:04.272,424272,00:07:04.468,424468,196,R2,2.7,12,ppA_left,00:07:05.218,425218,00:07:05.298,425298,80,R2,2.7,12,ppB_right,7,1,A,B,1,1,1,1,1,1,1,1,5,5,2,116,116,424205.0,424535.0,330.0,425093.0,425423.0,330.0,330.0,left_right
pair07,105,0.6753672636346622,0.6575045328438156,0.6932299944255086,0.6630403150371983,0.9243339555873131,R1-R2,13,13A,13A,13A,,H0P1S1M1R1,00:07:36.704,456704,00:07:37.337,457337,633,R2,2.1,13,ppA_both,00:01:42.795,102795,00:01:44.235,104235,1440,R1,1.5,13,ppB_left,7,1,B,A,0,1,1,1,1,2,1,0,4,4,2,-807,807,456704.0,457337.0,633.0,102795.0,104235.0,1440.0,633.0,both
pair07,106,0.6524504758524619,0.68230181688401,0.6225991348209136,0.6257783262699771,0.9526614377895469,R1-R2,13,13A,13A,13A,,H0P1S1M0R1,00:07:37.452,457452,00:07:39.332,459332,1880,R2,2.1,13,ppA_both,00:01:42.795,102795,00:01:44.235,104235,1440,R1,1.5,13,ppB_left,7,1,B,A,0,1,1,0,1,2,1,0,3,3,1,440,440,457452.0,459332.0,1880.0,102795.0,104235.0,1440.0,1440.0,both
pair07,107,0.6804011273615069,0.7715909487608301,0.5892113059621836,0.573224034858245,1.0456532648403607,R1-R2,13,13A,13A,13A,,H0P1S1M1R1,00:07:40.008,460008,00:07:40.453,460453,445,R2,2.1,13,ppA_both,00:01:42.795,102795,00:01:44.235,104235,1440,R1,1.5,13,ppB_left,7,1,B,A,0,1,1,1,1,2,1,0,4,4,2,-995,995,460008.0,460453.0,445.0,102795.0,104235.0,1440.0,445.0,both
pair07,108,0.8231514986171928,1.1149150777760009,0.5313879194583847,0.9626026318913927,0.8391275428134252,R1-R2,15,15C,15C,15C,,H0P1S1M0R1,00:07:56.936,476936,00:07:57.856,477856,920,R2,2.12,15,ppA_both,00:01:03.000,63000,00:01:03.240,63240,240,R1,1.3,15,ppB_left,7,1,B,A,0,1,1,0,1,2,1,0,3,3,1,680,680,476936.0,477856.0,920.0,62955.0,63285.0,330.0,330.0,both
pair07,109,0.9113157446726251,1.2500705317664793,0.5725609575787709,1.0773806581371985,0.8668050445957457,R1-R2,15,15C,15C,15C,,H0P1S1M0R1,00:07:56.936,476936,00:07:57.856,477856,920,R2,2.12,15,ppA_both,00:01:03.680,63680,00:01:03.960,63960,280,R1,1.3,15,ppB_left,7,1,B,A,0,1,1,0,1,2,1,0,3,3,1,640,640,476936.0,477856.0,920.0,63655.0,63985.0,330.0,330.0,both
pair07,110,0.8758516667026801,1.190785052556364,0.5609182808489964,1.0438689064012368,0.8529921335174382,R1-R2,15,15C,15C,15C,,H0P1S1M0R1,00:07:56.936,476936,00:07:57.856,477856,920,R2,2.12,15,ppA_both,00:01:13.209,73209,00:01:13.529,73529,320,R1,1.3,15,ppB_left,7,1,B,A,0,1,1,0,1,2,1,0,3,3,1,600,600,476936.0,477856.0,920.0,73204.0,73534.0,330.0,330.0,both
pair07,111,0.793105489372384,1.0862222847047787,0.8395063798551233,0.6840127839978689,0.793105489372384,R1-R2,15,,15A,15A,,H0P1S0M0R0,00:07:59.190,479190,00:08:00.430,480430,1240,R2,2.12,15,ppA_right,00:01:07.419,67419,00:01:07.902,67902,483,R1,1.3,15,ppB_left,7,1,B,A,0,1,0,0,0,1,1,1,1,2,0,757,757,479190.0,480430.0,1240.0,67419.0,67902.0,483.0,483.0,right_left
pair07,112,0.6937176804006828,1.2002562475132625,0.6937176804006828,0.6532744044674035,0.9507798623281841,R1-R2,15,,15A,15A,,H0P1S0M0R0,00:07:59.190,479190,00:08:00.430,480430,1240,R2,2.12,15,ppA_right,00:01:08.729,68729,00:01:09.049,69049,320,R1,1.3,15,ppB_left,7,1,B,A,0,1,0,0,0,1,1,1,1,2,0,920,920,479190.0,480430.0,1240.0,68724.0,69054.0,330.0,330.0,right_left
pair09,113,0.9508008601288338,0.9348304310858111,0.9667712891718564,0.8533586155719097,1.0667757264702844,R1,9,09A,09A,09A,09A,H1P1S1M1R1,00:00:23.279,23279,00:00:25.750,25750,2471,R1,1.1,9,ppA_both,00:00:14.631,14631,00:00:16.593,16593,1962,R1,1.1,9,ppB_both,9,1,B,A,1,1,1,1,1,2,2,1,5,5,2,509,509,23279.0,25750.0,2471.0,14631.0,16593.0,1962.0,1962.0,both
pair09,114,1.0109562356059643,1.0099817515999008,1.0119307196120275,0.9135509510610457,1.1093824568406334,R1,9,09A,09A,09A,09A,H1P1S1M1R1,00:00:23.279,23279,00:00:25.750,25750,2471,R1,1.1,9,ppA_both,00:00:21.721,21721,00:00:23.235,23235,1514,R1,1.1,9,ppB_both,9,1,B,A,1,1,1,1,1,2,2,1,5,5,2,957,957,23279.0,25750.0,2471.0,21721.0,23235.0,1514.0,1514.0,both
pair09,115,0.9569136198478967,0.9399698619014047,0.9738573777943887,0.9825822434575452,0.8839508042338562,R1,9,09A,09A,09A,09A,H1P1S1M1R1,00:00:23.279,23279,00:00:25.750,25750,2471,R1,1.1,9,ppA_both,00:00:26.353,26353,00:00:28.093,28093,1740,R1,1.1,9,ppB_both,9,1,A,B,1,1,1,1,1,2,2,1,5,5,2,731,731,23279.0,25750.0,2471.0,26353.0,28093.0,1740.0,1740.0,both
pair09,116,0.9159556355493699,0.8652794571538668,0.9666318139448731,1.0110373062010538,0.9300068860649394,R1,9,09A,09A,09A,09A,H1P1S0M0R0,00:00:23.279,23279,00:00:25.750,25750,2471,R1,1.1,9,ppA_both,00:00:29.124,29124,00:00:29.310,29310,186,R1,1.1,9,ppB_both,9,1,A,B,1,1,0,0,0,2,2,1,2,2,0,2285,2285,23279.0,25750.0,2471.0,29052.0,29382.0,330.0,330.0,both
pair09,117,1.2753492599731056,1.0981121758379822,1.4525863441082292,1.4401342480524522,1.2275634721953992,R1-R2,9,09A,,09A,09A,H0P1S0M0R0,00:07:39.084,459084,00:07:39.324,459324,240,R2,2.2,9,ppA_left,00:00:14.631,14631,00:00:16.593,16593,1962,R1,1.1,9,ppB_both,9,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-1722,1722,459039.0,459369.0,330.0,14631.0,16593.0,1962.0,330.0,both
