comparison_id,pair,referent,hands_dtw,A_hands,B_hands,location,handshape,orientation,movement,speaker_1,round_1,trial_1,director_1,target_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj
931,20,08A,right,right,right,5,0,5,0,B,1,1_13,B,8,,08A,,,456171,457091,920,A,2,2_8,A,8,08A,,,,663203,663555,352,456171,457091,920,663203,663555,352
933,20,15B,both,both,right,4,1,0,1,A,1,1_16,A,15,15B,,,,537027,537147,120,B,2,2_9,B,15,,15B,,,727569,727970,401,536922,537252,330,727569,727970,401
938,20,10B,both,left,both,4,1,0,4,B,3,3_7,B,10,,10B,,10F,921711,921934,223,A,3,3_7,B,10,10B,,,,935976,936096,120,921657.5,921987.5,330,935871,936201,330
941,21,03C,right,right,right,4,0,1,2,A,1,1_9,A,3,03C,,,,288039,288299,260,B,2,2_16,B,3,,03C,,,910090,910350,260,288004,288334,330,910055,910385,330
946,21,09B,both,right,both,3,1,0,1,B,2,2_12,B,9,,09B,,,781796,782810,1014,A,3,3_3,A,9,09B,,,,1013176,1013396,220,781796,782810,1014,1013121,1013451,330
953,22,15D,right,right,right,5,0,0,0,A,1,1_1,A,15,15D,,,,103156,103656,500,B,1,1_1,A,15,,15D,,,108145,109816,1671,103156,103656,500,108145,109816,1671
955,22,15C,both,both,both,4,5,5,3,B,1,1_1,A,15,,15C,,,121116,121556,440,A,1,1_1,A,15,15C,,,,121574,121874,300,121116,121556,440,121559,121889,330
958,22,06C,both,both,right,5,5,4,1,A,1,1_2,B,6,06C,,06D,,154578,156360,1782,B,3,3_12,B,6,,06C,,,1496333,1496633,300,154578,156360,1782,1496318,1496648,330
961,22,06A,right,right,right,4,5,5,2,A,1,1_2,B,6,06A,,,,161256,161536,280,B,3,3_12,B,6,,06A,,,1497946,1498146,200,161231,161561,330,1497881,1498211,330
963,22,13B,both,both,right,3,0,3,0,B,1,1_3,A,13,,13B,,,197594,198936,1342,A,1,1_3,A,13,13B,,,,214421,214801,380,197594,198936,1342,214421,214801,380
967,22,08A,both,right,both,1,0,0,1,B,1,1_4,B,8,,08A,,,284869,286438,1569,A,1,1_4,B,8,08A,,,,314936,315236,300,284869,286438,1569,314921,315251,330
969,22,08A,both,both,right,5,0,0,0,B,1,1_4,B,8,,08A,,,325756,326356,600,A,1,1_4,B,8,08A,,,,366893,367233,340,325756,326356,600,366893,367233,340
970,22,08B,both,both,both,4,5,5,4,B,1,1_4,B,8,,08B,,,331976,332170,194,A,1,1_4,B,8,08B,,,,333176,335160,1984,331908,332238,330,333176,335160,1984
971,22,08C,right,right,right,0,0,0,0,A,1,1_4,B,8,08C,,,,345856,346276,420,B,1,1_4,B,8,,08C,,,356222,356402,180,345856,346276,420,356147,356477,330
976,22,05A,right_left,right,left,5,3,4,2,A,1,1_5,A,5,05A,,,,424054,426034,1980,B,2,2_14,B,5,,05A,,,1278641,1279541,900,424054,426034,1980,1278641,1279541,900
980,22,12B,both,left,both,5,4,5,4,B,1,1_8,B,12,,12A,,12B,547716,551998,4282,A,2,2_5,A,12,12B,,,,1108247,1108607,360,547716,551998,4282,1108247,1108607,360
982,22,03E,both,both,both,4,4,5,2,A,1,1_9,A,3,03B+03E,03E,,,581212,583856,2644,B,2,2_16,B,3,,03B,,03E,1309778,1310158,380,581212,583856,2644,1309778,1310158,380
983,22,03C,both,right,both,2,0,0,0,B,1,1_9,A,3,,03C,,,590755,593075,2320,A,1,1_9,A,3,03C,,,,593080,593360,280,590755,593075,2320,593055,593385,330
988,22,16C,left_right,left,right,4,0,5,3,A,1,1_10,B,16,16C,,,,646050,646310,260,B,3,3_16,B,16,,16C,,,1556453,1556834,381,646015,646345,330,1556453,1556834,381
993,22,09C,right_left,right,left,0,0,4,0,A,1,1_13,A,9,09C,,,,750928,752510,1582,B,2,2_12,B,9,,09C,,,1243976,1244176,200,750928,752510,1582,1243911,1244241,330
995,22,14A,right,right,right,5,0,0,2,B,1,1_14,B,14,,14A,,,816040,816480,440,A,1,1_14,B,14,14A,,,,827955,828395,440,816040,816480,440,827955,828395,440
997,22,14D,both,both,both,4,5,4,4,B,1,1_14,B,14,,14B,,14D,819839,820179,340,A,1,1_14,B,14,14B,,14D,,831805,832848,1043,819839,820179,340,831805,832848,1043
1000,22,11C,both,both,left,1,2,0,0,A,1,1_15,A,11,11C,,,,896676,896956,280,B,2,2_2,B,11,,11C,,,1054136,1054456,320,896651,896981,330,1054131,1054461,330
1004,22,14A,right_left,right,left,4,3,0,3,A,2,2_1,A,14,14A,,,,1036541,1036801,260,B,3,3_2,B,14,,14A,,,1334360,1334540,180,1036506,1036836,330,1334285,1334615,330
1005,22,11D,both,both,left,5,5,5,4,B,2,2_2,B,11,,11D,,,1052397,1052997,600,A,3,3_11,A,11,11A,,11D,,1475684,1475864,180,1052397,1052997,600,1475609,1475939,330
1012,22,13B,right,right,right,5,0,0,4,B,2,2_6,B,13,,13B,,,1123868,1125901,2033,A,3,3_15,A,13,13B,,,,1542176,1542716,540,1123868,1125901,2033,1542176,1542716,540
1013,22,16B,right,right,right,3,2,3,3,A,2,2_7,A,16,16B,,,,1150016,1150996,980,B,3,3_16,B,16,,16B,,,1554340,1554636,296,1150016,1150996,980,1554323,1554653,330
1015,22,15C,both,both,both,3,5,5,5,B,2,2_8,B,15,,15C,,,1168833,1169073,240,A,3,3_7,A,15,15C,,,,1401458,1402038,580,1168788,1169118,330,1401458,1402038,580
1017,22,04A,right,right,right,2,0,4,0,A,2,2_11,A,4,04A,,,,1220116,1220496,380,B,3,3_8,B,4,,04A,,,1410692,1410852,160,1220116,1220496,380,1410607,1410937,330
1020,22,10E+10F,both,both,both,4,4,4,4,A,2,2_13,A,10,10A+10B,,10E+10F,,1260156,1261596,1440,B,3,3_10,B,10,,10A+10B,,10E+10F,1460951,1462451,1500,1260156,1261596,1440,1460951,1462451,1500
1021,22,05A,right,right,right,5,5,5,4,B,2,2_14,B,5,,05A,,,1280884,1281264,380,A,2,2_14,B,5,05A,,,,1287777,1288637,860,1280884,1281264,380,1287777,1288637,860
1025,22,12A,right,right,right,5,5,3,0,B,3,3_4,B,12,,12A,,,1362636,1363469,833,A,4,4_15,A,12,12A,,,,1714952,1715592,640,1362636,1363469,833,1714952,1715592,640
1027,22,15A,right,right,right,2,0,0,0,A,3,3_7,A,15,15A,,,,1400162,1400822,660,B,4,4_6,B,15,,15A,,,1622196,1622416,220,1400162,1400822,660,1622141,1622471,330
1028,22,15C,both,both,right,4,4,5,5,A,3,3_7,A,15,15C,,,,1401458,1402038,580,B,4,4_6,B,15,,15C,,,1620255,1620595,340,1401458,1402038,580,1620255,1620595,340
1032,22,11A,right,right,right,5,2,1,2,A,3,3_11,A,11,11A,,,,1479792,1479992,200,B,4,4_8,B,11,,11A,,,1640889,1641069,180,1479727,1480057,330,1640814,1641144,330
1036,22,16C,both,both,right,4,0,0,4,B,3,3_16,B,16,,16C,,,1556453,1556834,381,A,6,6_5,A,16,16A,,16C,,1931376,1931636,260,1556453,1556834,381,1931341,1931671,330
1041,22,15A,right,right,right,2,0,2,0,B,4,4_6,B,15,,15A,,,1622196,1622416,220,A,5,5_7,A,15,15A,,,,1802503,1803123,620,1622141,1622471,330,1802503,1803123,620
1046,22,12A,both,right,both,3,4,2,0,A,4,4_15,A,12,12A,,,,1714952,1715592,640,B,5,5_16,B,12,,12A,,12B,1882276,1882463,187,1714952,1715592,640,1882204.5,1882534.5,330
1047,22,12B,both,left,both,4,4,3,0,A,4,4_15,A,12,12B,,,,1716714,1717114,400,B,5,5_16,B,12,,12A,,12B,1882276,1882463,187,1716714,1717114,400,1882204.5,1882534.5,330
1055,22,12A,right,right,right,4,3,3,4,B,5,5_16,B,12,,12A,,,1882548,1882968,420,A,6,6_9,A,12,12A,,,,1969307,1969567,260,1882548,1882968,420,1969272,1969602,330
1058,23,08B,both,both,right,3,0,3,2,B,1,1_4,B,8,,08B,,,230777,231317,540,A,2,2_9,A,8,08B,,,,965191,965651,460,230777,231317,540,965191,965651,460
1063,23,09B,both,both,right,5,0,4,2,B,1,1_13,A,9,,09B,,,640148,641948,1800,A,1,1_13,A,9,09B,,,,653298,654058,760,640148,641948,1800,653298,654058,760
1068,23,04A,right,right,right,1,4,3,1,B,3,3_8,B,4,,04A,,,1257865,1258165,300,A,6,6_13,A,4,04A,,,,1863360,1863620,260,1257850,1258180,330,1863325,1863655,330
1069,23,08B,both,both,both,4,5,5,4,B,3,3_14,B,8,,08B,,,1355168,1355428,260,A,3,3_14,B,8,08B,,,,1356527,1356987,460,1355133,1355463,330,1356527,1356987,460
1070,23,16B,both,both,right,1,3,0,1,B,3,3_16,B,16,,16B,,,1409503,1409703,200,A,4,4_9,A,16,16B,,,,1497898,1498098,200,1409438,1409768,330,1497833,1498163,330
1072,27,10E,both,left,both,0,3,1,2,B,1,1_14,B,10,,10A,,10E,525720,526520,800,A,6,6_11,A,10,10E,,,,1431740,1432020,280,525720,526520,800,1431715,1432045,330
1077,27,14B,both,both,both,3,5,4,5,B,5,5_16,B,14,,14B,,14D,1346460,1346910,450,A,6,6_5,A,14,14B,,14D,,1389960,1390270,310,1346460,1346910,450,1389950,1390280,330
1082,28,03C,left_right,left,right,4,4,4,5,A,1,1_7,A,3,03C,,,,222597,222997,400,B,2,2_4,B,3,,03C,,,536833,537193,360,222597,222997,400,536833,537193,360
1085,28,04A,both,both,both,2,5,0,0,B,1,1_12,B,4,,04A,,,336448,336698,250,A,3,3_6,B,4,04A,,,,799385,799685,300,336408,336738,330,799370,799700,330
1092,28,12A,right,right,right,2,0,0,1,A,2,2_5,A,12,12A,,,,546274,546942,668,B,3,3_2,B,12,,12A,,,742707,742907,200,546274,546942,668,742642,742972,330
1093,28,12B,left,left,left,4,5,3,1,A,2,2_5,A,12,12B,,,,550501,550861,360,B,3,3_2,B,12,,12B,,,744496,744694,198,550501,550861,360,744430,744760,330
1097,28,03C,left_right,left,right,0,4,2,4,A,3,3_3,A,3,03C,,,,756376,756816,440,B,6,6_10,B,3,,03C,,,1316550,1316790,240,756376,756816,440,1316505,1316835,330
1099,28,07B,both,both,right,1,3,0,0,B,4,4_6,B,7,,07B,,,981757,982177,420,A,5,5_1,A,7,07B,,,,1085231,1085551,320,981757,982177,420,1085226,1085556,330
1100,29,01C,both,left,both,5,0,0,0,B,1,1_1,A,1,,01C,,,46560,46758,198,A,1,1_1,A,1,01C,,,,65864,66210,346,46494,46824,330,65864,66210,346
1105,29,14C,right,right,right,5,4,5,4,B,1,1_2,B,14,,14C,,,115261,115481,220,A,1,1_2,B,14,14C,,,,133051,133631,580,115206,115536,330,133051,133631,580
1107,29,11B,both,both,left,4,0,5,0,A,1,1_3,A,11,11B,,,,145260,145460,200,B,2,2_12,B,11,,11B,,,1067413,1068821,1408,145195,145525,330,1067413,1068821,1408
1108,29,11C,left_right,left,right,0,2,2,0,A,1,1_3,A,11,11C,,,,153126,153810,684,B,2,2_12,B,11,,11C,,,1071875,1072479,604,153126,153810,684,1071875,1072479,604
1112,29,07B,both,both,right,0,0,4,0,A,1,1_5,A,7,07B,,,,228532,228964,432,B,2,2_10,B,7,,07B,,,1012521,1012721,200,228532,228964,432,1012456,1012786,330
1115,29,16C,left_right,left,right,0,0,0,0,B,1,1_6,B,16,,16C,,,278465,279332,867,A,2,2_15,A,16,16C,,,,1115277,1115557,280,278465,279332,867,1115252,1115582,330
1124,29,04B,left_right,left,right,0,0,0,0,B,1,1_12,B,4,,04B,,,615571,616546,975,A,2,2_7,A,4,04B,,,,938560,938720,160,615571,616546,975,938475,938805,330
1128,29,12A,both,both,right,5,4,1,1,B,2,2_5,A,12,,12A,,,897225,897661,436,A,4,4_1,A,12,12A,,,,1345342,1346744,1402,897225,897661,436,1345342,1346744,1402
1129,29,04B,left_right,left,right,0,1,0,1,A,2,2_7,A,4,04B,,,,938560,938720,160,B,5,5_4,B,4,,04B,,,1559536,1560079,543,938475,938805,330,1559536,1560079,543
1132,29,13A,left_right,left,right,4,1,3,4,B,2,2_14,B,13,,13A,,,1100918,1101360,442,A,3,3_15,A,13,13A,,,,1318221,1318481,260,1100918,1101360,442,1318186,1318516,330
1136,29,13A,left_right,left,right,3,0,3,4,A,3,3_15,A,13,13A,,,,1318221,1318481,260,B,4,4_10,B,13,,13A,,,1450618,1451038,420,1318186,1318516,330,1450618,1451038,420
1140,30,13A,both,left,both,0,5,0,1,B,1,1_11,B,13,,13A,,,387152,387672,520,A,4,4_10,A,13,13A,,,,934853,935413,560,387152,387672,520,934853,935413,560
1144,30,09B,both,left,both,5,4,0,3,B,1,1_15,B,9,,09B,,,500893,501793,900,A,2,2_16,A,9,09B,,,,696266,696586,320,500893,501793,900,696261,696591,330
1147,30,09B,left,left,left,5,3,4,3,A,2,2_16,A,9,09B,,,,698319,698579,260,B,3,3_11,B,9,,09B,,,799768,800488,720,698284,698614,330,799768,800488,720
1150,30,09B,left,left,left,2,5,4,5,B,5,5_15,B,9,,09B,,,1096828,1097508,680,A,6,6_2,A,9,09B,,,,1118817,1119557,740,1096828,1097508,680,1118817,1119557,740
1152,31,11A+11D,right,right,right,5,4,5,5,B,1,1_3,B,11,,11A+11D,,,62007,62307,300,A,2,2_12,A,11,11A+11D,,,,720951,721151,200,61992,62322,330,720886,721216,330
1156,31,11B,both,both,right,4,1,0,0,B,1,1_3,B,11,,11B,,,77769,78029,260,A,2,2_12,A,11,11B,,,,718090,718480,390,77734,78064,330,718090,718480,390
1157,31,12A,left_right,left,right,0,0,0,0,A,1,1_4,A,12,12A,,,,91200,91540,340,B,2,2_5,B,12,,12A,,,644998,645178,180,91200,91540,340,644923,645253,330
1161,31,07B,both,both,both,5,3,2,4,B,1,1_5,B,7,,07B,,,128616,130316,1700,A,2,2_10,A,7,07B,,,,691934,693229,1295,128616,130316,1700,691934,693229,1295
1168,31,08A,both,both,both,4,2,0,2,A,1,1_8,A,8,08A,,,,253403,253743,340,B,2,2_3,B,8,,08A,,,618432,619292,860,253403,253743,340,618432,619292,860
1172,31,06D,right_left,right,left,2,0,0,4,A,1,1_10,A,6,06D,,,,373635,373915,280,B,2,2_11,B,6,,06D,,,709280,709690,410,373610,373940,330,709280,709690,410
1174,31,13B,right_left,right,left,5,4,5,4,B,1,1_11,B,13,,13B,,,409229,410549,1320,A,2,2_14,A,13,13B,,,,760403,761303,900,409229,410549,1320,760403,761303,900
1175,31,15A,both,both,left,4,0,2,0,B,1,1_13,B,15,,15A,,,451723,451983,260,A,2,2_8,A,15,15A,,,,671723,672203,480,451688,452018,330,671723,672203,480
1180,31,10E,both,left,both,5,4,3,0,A,1,1_14,A,10,10E,,,,499483,499823,340,B,2,2_1,B,10,,10A,,10E,579340,579500,160,499483,499823,340,579255,579585,330
1184,31,09C,both,left,both,2,1,0,0,B,1,1_15,B,9,,09C,,,528552,529252,700,A,2,2_16,A,9,09C,,,,789293,789633,340,528552,529252,700,789293,789633,340
1186,31,10A,both,both,both,5,4,4,5,B,2,2_1,B,10,,10A,,10E,580778,581098,320,A,3,3_4,A,10,10A,,10E,,842131,842811,680,580773,581103,330,842131,842811,680
1190,31,01B,right,right,right,5,1,0,2,A,2,2_2,A,1,01B,,,,595711,596191,480,B,3,3_1,B,1,,01B,,,801644,802004,360,595711,596191,480,801644,802004,360
1191,31,01A,right,right,right,4,4,5,3,A,2,2_2,A,1,01A,,,,598085,599460,1375,B,3,3_1,B,1,,01A,,,803094,803234,140,598085,599460,1375,802999,803329,330
1195,31,12C,right_left,right,left,0,2,2,0,B,2,2_5,B,12,,12C,,,642793,643433,640,A,3,3_2,A,12,12C,,,,813655,813875,220,642793,643433,640,813600,813930,330
1196,31,12A,both,both,left,5,2,0,3,B,2,2_5,B,12,,12A,,,645620,646200,580,A,3,3_2,A,12,12A,,,,808744,809463,719,645620,646200,580,808744,809463,719
1197,31,05A,both,right,both,3,0,4,2,A,2,2_6,A,5,05A,,,,651565,651985,420,B,3,3_9,B,5,,05A,,,893334,893734,400,651565,651985,420,893334,893734,400
1198,31,05B,right_left,right,left,5,4,4,2,A,2,2_6,A,5,05B,,,,653043,653243,200,B,3,3_9,B,5,,05B,,,896967,897767,800,652978,653308,330,896967,897767,800
1201,31,11A,both,right,both,5,2,5,0,A,2,2_12,A,11,11A,,,,721823,722703,880,B,3,3_7,B,11,,11A,,,874100,874360,260,721823,722703,880,874065,874395,330
1209,31,09D,both,right,both,3,2,1,2,A,2,2_16,A,9,09D,,,,791995,792535,540,B,3,3_11,B,9,,09D,,,927206,928326,1120,791995,792535,540,927206,928326,1120
1210,31,01B,right,right,right,5,3,4,5,B,3,3_1,B,1,,01B,,,801644,802004,360,A,4,4_8,A,1,01B,,,,1084909,1085149,240,801644,802004,360,1084864,1085194,330
1212,31,12C,right_left,right,left,3,0,2,0,A,3,3_2,A,12,12C,,,,825216,825576,360,B,4,4_1,B,12,,12C,,,1005125,1005865,740,825216,825576,360,1005125,1005865,740
1214,31,10A,both,both,both,5,0,4,4,A,3,3_4,A,10,10A,,10E,,842131,842811,680,B,4,4_7,B,10,,10A,,10E,1076093,1076293,200,842131,842811,680,1076028,1076358,330
1215,31,10E,both,both,both,5,0,4,4,A,3,3_4,A,10,10A,,10E,,842131,842811,680,B,4,4_7,B,10,,10A,,10E,1076093,1076293,200,842131,842811,680,1076028,1076358,330
1221,31,09A,right,right,right,5,4,4,5,B,3,3_11,B,9,,09A,,,926564,926824,260,A,4,4_2,A,9,09A,,,,1014391,1014611,220,926529,926859,330,1014336,1014666,330
1226,31,08E,both,both,left,4,0,0,5,A,3,3_16,A,8,08E,,,,981911,982231,320,B,4,4_3,B,8,,08E,,,1029664,1029964,300,981906,982236,330,1029649,1029979,330
1230,31,09D,left,left,left,4,3,4,2,A,4,4_2,A,9,09D,,,,1015121,1015481,360,B,5,5_15,B,9,,09D,,,1293191,1293531,340,1015121,1015481,360,1293191,1293531,340
1233,31,05A,both,right,both,3,5,5,0,A,4,4_4,A,5,05A,,,,1035049,1035429,380,B,5,5_11,B,5,,05A,,,1234864,1235224,360,1035049,1035429,380,1234864,1235224,360
1234,31,05E,both,both,left,0,4,0,0,A,4,4_4,A,5,05D,,05E,,1036141,1036401,260,B,5,5_11,B,5,,05E,,,1240375,1240875,500,1036106,1036436,330,1240375,1240875,500
1246,31,02B,right,right,right,5,2,4,4,B,4,4_15,B,2,,02B,,,1143350,1143650,300,A,5,5_6,A,2,02B,,,,1197101,1197361,260,1143335,1143665,330,1197066,1197396,330
1248,31,12C,right_left,right,left,3,3,1,3,A,5,5_2,A,12,12C,,,,1168643,1168943,300,B,6,6_3,B,12,,12C,,,1326781,1327541,760,1168628,1168958,330,1326781,1327541,760
1250,31,02A,both,left,both,4,5,5,4,A,5,5_6,A,2,02A,,,,1195501,1195801,300,B,6,6_15,B,2,,02A,,,1443241,1443501,260,1195486,1195816,330,1443206,1443536,330
1254,31,01A,right_left,right,left,3,4,4,4,B,5,5_9,B,1,,01A,,,1218023,1218323,300,A,6,6_6,A,1,01A,,,,1355800,1356080,280,1218008,1218338,330,1355775,1356105,330
1255,31,06D,both,right,both,5,5,0,4,A,5,5_10,A,6,06D,,,,1224189,1224569,380,B,6,6_7,B,6,,06D,,,1364585,1364805,220,1224189,1224569,380,1364530,1364860,330
1256,31,06A,right_left,right,left,5,5,5,3,A,5,5_10,A,6,06A,,,,1225403,1225883,480,B,6,6_7,B,6,,06A,,,1366220,1366520,300,1225403,1225883,480,1366205,1366535,330
1257,31,05B,both,right,both,5,0,3,0,B,5,5_11,B,5,,05C,,05B,1238630,1239710,1080,A,6,6_4,A,5,05B,,,,1337699,1338019,320,1238630,1239710,1080,1337694,1338024,330
1260,31,15A,both,both,both,4,2,0,0,B,5,5_11,B,5,,15A,,05A,1245347,1245547,200,A,6,6_12,A,15,15A,,,,1406666,1406906,240,1245282,1245612,330,1406621,1406951,330
1268,31,09D,left,left,left,4,4,0,4,B,5,5_15,B,9,,09D,,,1293191,1293531,340,A,6,6_2,A,9,09D,,,,1312236,1312456,220,1293191,1293531,340,1312181,1312511,330
1272,32,14D,both,both,both,3,1,1,3,A,1,1_2,A,14,14D,,14B,,56066,56426,360,B,4,4_13,B,14,,14B,,14D,751411,751791,380,56066,56426,360,751411,751791,380
1274,32,12C,right,right,right,3,3,0,0,A,1,1_4,A,12,12C,,,,113269,113809,540,B,2,2_5,B,12,,12C,,,381071,381391,320,113269,113809,540,381066,381396,330
1275,32,15B,left_right,left,right,3,5,3,3,B,3,3_5,B,15,,15B,,,551573,551873,300,A,4,4_14,A,15,15B,,,,763740,764277,537,551558,551888,330,763740,764277,537
1279,39,13D,right,right,right,2,5,1,0,B,1,1_6,B,13,,13D,,,203035,203735,700,A,2,2_1,A,13,13D,,,,699383,699903,520,203035,203735,700,699383,699903,520
1280,39,13A,both,both,both,4,0,5,0,B,1,1_6,B,13,,13A,,,208621,209401,780,A,2,2_1,A,13,13A,,,,703381,703751,370,208621,209401,780,703381,703751,370
1283,39,06D,right,right,right,2,0,0,2,A,1,1_9,A,6,06D,,,,362166,362386,220,B,1,1_9,A,6,,06D,,,414299,414990,691,362111,362441,330,414299,414990,691
1286,39,11B,left_right,left,right,5,5,5,2,B,1,1_12,B,11,,11B,,,537502,537882,380,A,2,2_7,A,11,11B,,,,859050,859766,716,537502,537882,380,859050,859766,716
1290,39,03C,right,right,right,5,2,0,0,B,1,1_16,B,3,,03C,,,665889,666209,320,A,1,1_16,B,3,03C,,,,685181,685621,440,665884,666214,330,685181,685621,440
1299,40,12A,right,right,right,5,5,5,5,A,1,1_13,A,12,12A,,,,426245,428119,1874,B,2,2_12,B,12,,12A,,,660718,662305,1587,426245,428119,1874,660718,662305,1587
1302,41,04B,left,left,left,2,0,1,4,A,1,1_1,A,4,04B,,,,21899,22359,460,B,6,6_8,B,4,,04B,,,1207095,1207355,260,21899,22359,460,1207060,1207390,330
1303,41,04D,left,left,left,2,3,0,5,A,1,1_1,A,4,04D,,,,25835,26055,220,B,6,6_8,B,4,,04D,,,1210100,1210420,320,25780,26110,330,1210095,1210425,330
