matrix_idx,gesture_id,chain,generation,target,director,condition,participant,ent_type,code_string,code_len,num_reps,vid_len,phase,acc
29,ex3_ch1_g1_photographer_NA_TO_sing1,chain1,1,photographer,,Transmission only,sing1,person,"2hPointSelf<self,repeated>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>",6.0,1.0,8.904982,testing,
30,ex3_ch1_g1_vicar_NA_TO_sing1,chain1,1,vicar,,Transmission only,sing1,person,"2hPray,2hCollar,2hPray",3.0,1.0,6.829939,testing,
31,ex3_ch1_g1_scissors_NA_TO_sing1,chain1,1,scissors,,Transmission only,sing1,obj,1hScissors<leftright>,1.0,0.0,4.396722,testing,
32,ex3_ch1_g1_hair_salon_NA_TO_sing1,chain1,1,hair salon,,Transmission only,sing1,loc,"2hBox,2hScissors-HoldHair<right,repeated>",3.0,0.0,9.103375,testing,
33,ex3_ch1_g1_church_NA_TO_sing1,chain1,1,church,,Transmission only,sing1,loc,"2hBox,2hRoof,2hPray",3.0,0.0,7.031724,testing,
34,ex3_ch1_g1_to_sing_NA_TO_sing1,chain1,1,to sing,,Transmission only,sing1,act,1hSing,1.0,0.0,4.086715,testing,
35,ex3_ch1_g1_bible_NA_TO_sing1,chain1,1,bible,,Transmission only,sing1,obj,"2hOpenBook,2hTurnPage,2hTurnPage,2hOpenBook",4.0,2.0,7.908918,testing,
36,ex3_ch1_g1_prison_NA_TO_sing1,chain1,1,prison,,Transmission only,sing1,loc,"1hPalm<leftright>,2hHoldBars,2hHoldBars<shake>",3.0,1.0,7.249655,testing,
37,ex3_ch1_g1_singer_NA_TO_sing1,chain1,1,singer,,Transmission only,sing1,person,"2hPalmSelf<self,repeated>,2hSing",3.0,0.0,4.055375,testing,
38,ex3_ch1_g1_police_officer_NA_TO_sing1,chain1,1,police officer,,Transmission only,sing1,person,"2hHat,1hFingerWag,2hFistsX",3.0,0.0,6.054079,testing,
39,ex3_ch1_g1_camera_NA_TO_sing1,chain1,1,camera,,Transmission only,sing1,obj,"2hCamera<asymm,PressRepeated>,2hLens",3.0,0.0,7.354644,testing,
40,ex3_ch1_g1_restaurant_NA_TO_sing1,chain1,1,restaurant,,Transmission only,sing1,loc,"2hOpenBook,1hPointatObj<atObj>,Look<left>,2hDine<repeated>",4.0,0.0,7.822916,testing,
41,ex3_ch1_g1_microphone_NA_TO_sing1,chain1,1,microphone,,Transmission only,sing1,obj,"Sing,1hMicrophone,1hPointatObj<atObj>",3.0,0.0,4.757177,testing,
42,ex3_ch1_g1_hairdresser_NA_TO_sing1,chain1,1,hairdresser,,Transmission only,sing1,person,"2hScissors-HoldHair<right,repeated>",2.0,0.0,7.727752,testing,
43,ex3_ch1_g1_to_take_a_photo_NA_TO_sing1,chain1,1,to take a photo,,Transmission only,sing1,act,"2hCamera<asymm,PressRepeated>",2.0,0.0,5.359876,testing,
44,ex3_ch1_g1_to_give_a_haircut_NA_TO_sing1,chain1,1,to give a haircut,,Transmission only,sing1,act,"2hScissors-HoldHair<left,repeated>",2.0,0.0,7.900121,testing,
45,ex3_ch1_g1_chef_NA_TO_sing1,chain1,1,chef,,Transmission only,sing1,person,"2hMustache,2hHat,1hHoldPan<shake,toss>",4.0,0.0,8.143674,testing,
46,ex3_ch1_g1_frying_pan_NA_TO_sing1,chain1,1,frying pan,,Transmission only,sing1,obj,"2hPan.Outline,1hHoldPan<shake>,1hPour,2hHoldPan<shake>",4.0,0.0,8.040761,testing,
47,ex3_ch1_g1_to_preach_NA_TO_sing1,chain1,1,to preach,,Transmission only,sing1,act,1hFingerWag<repeated>,1.0,0.0,3.875175,testing,
48,ex3_ch1_g2_police_officer_NA_TO_sing8,chain1,2,police officer,,Transmission only,sing8,person,"2hHat,1hFingerWag,2hFistsX",3.0,0.0,6.59851,testing,
49,ex3_ch1_g2_handcuffs_NA_TO_sing8,chain1,2,handcuffs,,Transmission only,sing8,obj,2hFistsX<emph>,1.0,0.0,1.997929,testing,
50,ex3_ch1_g2_chef_NA_TO_sing8,chain1,2,chef,,Transmission only,sing8,person,"2hMustache,2hHat,1hHoldPan<shake,toss>",4.0,0.0,9.187804,testing,
51,ex3_ch1_g2_vicar_NA_TO_sing8,chain1,2,vicar,,Transmission only,sing8,person,"2hCollar,2hPray,1hFingerWag<repeated>",3.0,0.0,8.040972,testing,
52,ex3_ch1_g2_concert_hall_NA_TO_sing8,chain1,2,concert hall,,Transmission only,sing8,loc,"2hBox,1hSing,2hViolin<play>",3.0,0.0,8.916958,testing,
53,ex3_ch1_g2_hair_salon_NA_TO_sing8,chain1,2,hair salon,,Transmission only,sing8,loc,"2hBox,2hScissors-HoldHair<left,repeated>",3.0,0.0,8.558538,testing,
54,ex3_ch1_g2_singer_NA_TO_sing8,chain1,2,singer,,Transmission only,sing8,person,1hSing,1.0,0.0,2.375395,testing,
55,ex3_ch1_g2_hairdresser_NA_TO_sing8,chain1,2,hairdresser,,Transmission only,sing8,person,"2hScissors-HoldHair<left,repeated>",2.0,0.0,6.377929,testing,
56,ex3_ch1_g2_darkroom_NA_TO_sing8,chain1,2,darkroom,,Transmission only,sing8,loc,"Look, 1hLook, 2hFeel<sides>",3.0,0.0,6.122639,testing,
57,ex3_ch1_g2_bible_NA_TO_sing8,chain1,2,bible,,Transmission only,sing8,obj,"2hOpenBook,2hTurnPage,2hTurnPage,2hPray",4.0,1.0,8.137446,testing,
58,ex3_ch1_g2_restaurant_NA_TO_sing8,chain1,2,restaurant,,Transmission only,sing8,loc,"2hOpenBook,1hPointatObj<atObj>,Look<right>,2hDine",4.0,0.0,7.722611,testing,
59,ex3_ch1_g2_photographer_NA_TO_sing8,chain1,2,photographer,,Transmission only,sing8,person,"1hPointSelf<self,repeated>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",8.0,2.0,5.797437,testing,
60,ex3_ch1_g2_scissors_NA_TO_sing8,chain1,2,scissors,,Transmission only,sing8,obj,1hScissors<rightleft>,1.0,0.0,3.029147,testing,
61,ex3_ch1_g2_to_take_a_photo_NA_TO_sing8,chain1,2,to take a photo,,Transmission only,sing8,act,"2hCamera<asymm,1Press>",2.0,0.0,3.767174,testing,
62,ex3_ch1_g2_prison_NA_TO_sing8,chain1,2,prison,,Transmission only,sing8,loc,"1hPalm<leftright>,2hHoldBars,2hHoldBars<shake>,Look",4.0,1.0,6.473349,testing,
63,ex3_ch1_g2_to_make_an_arrest_NA_TO_sing8,chain1,2,to make an arrest,,Transmission only,sing8,act,"1hFingerWag,2hFistsX<emph>",2.0,0.0,3.726717,testing,
64,ex3_ch1_g2_to_preach_NA_TO_sing8,chain1,2,to preach,,Transmission only,sing8,act,1hFingerWag,1.0,0.0,2.49263,testing,
65,ex3_ch1_g2_frying_pan_NA_TO_sing8,chain1,2,frying pan,,Transmission only,sing8,obj,"1hHoldPan<shake,toss>,1hPointatObj<atObj>",3.0,0.0,4.195498,testing,
66,ex3_ch1_g2_to_sing_NA_TO_sing8,chain1,2,to sing,,Transmission only,sing8,act,1hSing,1.0,0.0,2.421087,testing,
67,ex3_ch1_g2_to_cook_NA_TO_sing8,chain1,2,to cook,,Transmission only,sing8,act,"1hPour<right>,1hPour<left>,1hHoldPan<shake,toss>,1hPour<right>",5.0,2.0,7.657156,testing,
68,ex3_ch1_g2_church_NA_TO_sing8,chain1,2,church,,Transmission only,sing8,loc,"2hBox,2hRoof,2hPray",3.0,0.0,6.389719,testing,
69,ex3_ch1_g2_camera_NA_TO_sing8,chain1,2,camera,,Transmission only,sing8,obj,"2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>,2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>",8.0,3.0,7.253676,testing,
70,ex3_ch1_g2_microphone_NA_TO_sing8,chain1,2,microphone,,Transmission only,sing8,obj,"Sing,1hMicrophone,1hPointatObj<atObj>",3.0,0.0,4.427611,testing,
71,ex3_ch1_g2_to_give_a_haircut_NA_TO_sing8,chain1,2,to give a haircut,,Transmission only,sing8,act,"1hPointSelf<self,repeated>,2hScissors-HoldHair<repeated>",3.0,0.0,6.452636,testing,
72,ex3_ch1_g3_to_make_an_arrest_NA_TO_sing12,chain1,3,to make an arrest,,Transmission only,sing12,act,"1hFingerWag,1hFingerWag<repeated>,2hFistsX",3.0,1.0,5.670012,testing,
73,ex3_ch1_g3_to_cook_NA_TO_sing12,chain1,3,to cook,,Transmission only,sing12,act,"1hHoldPan<shake,toss>,1hHoldPan<shake>",3.0,1.0,7.715219,testing,
74,ex3_ch1_g3_bible_NA_TO_sing12,chain1,3,bible,,Transmission only,sing12,obj,"2hPray,2hOpenBook,2hTurnPage,2hTurnPage,2hTurnPage,2hPray",6.0,3.0,13.703116,testing,
75,ex3_ch1_g3_church_NA_TO_sing12,chain1,3,church,,Transmission only,sing12,loc,"2hBox,2hRoof,2hPray",3.0,0.0,6.758293,testing,
76,ex3_ch1_g3_handcuffs_NA_TO_sing12,chain1,3,handcuffs,,Transmission only,sing12,obj,"2hFistsX<emph>,1hPointatObj<atObj>,2hFistsX<emph>,1hPointatObj<atObj>",4.0,2.0,7.439769,testing,
77,ex3_ch1_g3_hair_salon_NA_TO_sing12,chain1,3,hair salon,,Transmission only,sing12,loc,"2hBox,2hScissors-HoldHair,2hScissors-HoldHair,2hBox,2hScissors-HoldHair",5.0,3.0,12.950626,testing,
78,ex3_ch1_g3_hairdresser_NA_TO_sing12,chain1,3,hairdresser,,Transmission only,sing12,person,"1hPointSelf<self,repeated>,2hScissors-HoldHair<repeated>",3.0,0.0,9.08159,testing,
79,ex3_ch1_g3_microphone_NA_TO_sing12,chain1,3,microphone,,Transmission only,sing12,obj,"Sing,1hMicrophone,1hPointatObj<atObj>",3.0,0.0,5.135166,testing,
80,ex3_ch1_g3_camera_NA_TO_sing12,chain1,3,camera,,Transmission only,sing12,obj,"2hCamera<asymm,1Press>,1hC,1hPointatObj<atObj>,2hCamera,1hC,1hPointatObj<atObj>",7.0,3.0,6.971107,testing,
81,ex3_ch1_g3_singer_NA_TO_sing12,chain1,3,singer,,Transmission only,sing12,person,"1hSing,1hPointSelf<self>,1hPointSelf<self>,1hSing",4.0,2.0,5.740934,testing,
82,ex3_ch1_g3_vicar_NA_TO_sing12,chain1,3,vicar,,Transmission only,sing12,person,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag<repeated>,2hCollar,1hFingerWag<repeated>,2hPray",7.0,4.0,17.161843,testing,
83,ex3_ch1_g3_to_take_a_photo_NA_TO_sing12,chain1,3,to take a photo,,Transmission only,sing12,act,"2hCamera<hold>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",5.0,2.0,8.371231,testing,
84,ex3_ch1_g3_photographer_NA_TO_sing12,chain1,3,photographer,,Transmission only,sing12,person,"2hCamera,1hPointSelf<self>,2hCamera<hold>,2hCamera<asymmPressRepeated>",4.0,2.0,8.274212,testing,
85,ex3_ch1_g3_scissors_NA_TO_sing12,chain1,3,scissors,,Transmission only,sing12,obj,1hScissors<rightleft>,1.0,0.0,5.333953,testing,
86,ex3_ch1_g3_chef_NA_TO_sing12,chain1,3,chef,,Transmission only,sing12,person,"2hMustache,2hHat,1hHoldPan<shake,toss>",4.0,0.0,14.57797,testing,
87,ex3_ch1_g3_police_officer_NA_TO_sing12,chain1,3,police officer,,Transmission only,sing12,person,"2hHat<repeated>,1hFingerWag,2hFistsX",3.0,0.0,8.316242,testing,
88,ex3_ch1_g3_to_preach_NA_TO_sing12,chain1,3,to preach,,Transmission only,sing12,act,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag<repeated>,2hPray",7.0,5.0,15.764267,testing,
89,ex3_ch1_g3_to_sing_NA_TO_sing12,chain1,3,to sing,,Transmission only,sing12,act,1hSing,1.0,0.0,4.543764,testing,
90,ex3_ch1_g3_restaurant_NA_TO_sing12,chain1,3,restaurant,,Transmission only,sing12,loc,"2hBox,2hOpenBook,1hPointatObj<atObj>,Look,2hDine",5.0,0.0,11.511544,testing,
91,ex3_ch1_g3_prison_NA_TO_sing12,chain1,3,prison,,Transmission only,sing12,loc,"2hPalm,2hHoldBars<shake>,Look,2hHoldBars<shake>",4.0,1.0,8.624015,testing,
92,ex3_ch1_g3_concert_hall_NA_TO_sing12,chain1,3,concert hall,,Transmission only,sing12,loc,"2hBox,1hSing,2hViolin<play>,1hSing",4.0,1.0,8.878359,testing,
93,ex3_ch1_g3_to_give_a_haircut_NA_TO_sing12,chain1,3,to give a haircut,,Transmission only,sing12,act,"1hPointSelf<self,repeated>,1hScissors,2hScissors-HoldHair<repeated>",4.0,0.0,8.490796,testing,
94,ex3_ch1_g3_frying_pan_NA_TO_sing12,chain1,3,frying pan,,Transmission only,sing12,obj,"1hHoldPan<shake>,1hPointatObj<atObj>,1hHoldPan<shake>,1hPointatObj<atObj>,1hHoldPan<shake>",5.0,3.0,7.206598,testing,
95,ex3_ch1_g3_darkroom_NA_TO_sing12,chain1,3,darkroom,,Transmission only,sing12,loc,"Look,2hFeel<sides>,1hLook,2hFeel<sides>",4.0,1.0,10.022829,testing,
96,ex3_ch1_g4_prison_NA_TO_sing13,chain1,4,prison,,Transmission only,sing13,loc,"2hBox,2hHoldBars,Look,2hHoldBars<shake>",4.0,1.0,9.301653,testing,
97,ex3_ch1_g4_concert_hall_NA_TO_sing13,chain1,4,concert hall,,Transmission only,sing13,loc,"2hBox,1hSing,2hOpenBook,Sing",4.0,0.0,10.288544,testing,
98,ex3_ch1_g4_bible_NA_TO_sing13,chain1,4,bible,,Transmission only,sing13,obj,"2hOpenBook,2hTurnPage,2hOpenBook,2hFingerCross,2hOpenBook,2hClosedBook",6.0,2.0,10.001115,testing,
99,ex3_ch1_g4_restaurant_NA_TO_sing13,chain1,4,restaurant,,Transmission only,sing13,loc,"2hBox,2hOpenBook,1hPointatObj<atObj>,Look,2hOpenBook,2hDine",6.0,1.0,13.029292,testing,
100,ex3_ch1_g4_to_make_an_arrest_NA_TO_sing13,chain1,4,to make an arrest,,Transmission only,sing13,act,"1hPoint<front>,2hPull,2hFistsX,2hDrag",4.0,0.0,8.537455,testing,
101,ex3_ch1_g4_camera_NA_TO_sing13,chain1,4,camera,,Transmission only,sing13,obj,"2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>",10.0,3.0,8.795313,testing,
102,ex3_ch1_g4_frying_pan_NA_TO_sing13,chain1,4,frying pan,,Transmission only,sing13,obj,"1hHoldPan<shake,toss>,1hPointatObj<atObj>,1hHoldPan<shake,toss>",5.0,1.0,9.753666,testing,
103,ex3_ch1_g4_to_take_a_photo_NA_TO_sing13,chain1,4,to take a photo,,Transmission only,sing13,act,"2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hCircle<repeated>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>,1hCircle<repeated>",12.0,4.0,12.949834,testing,
104,ex3_ch1_g4_handcuffs_NA_TO_sing13,chain1,4,handcuffs,,Transmission only,sing13,obj,"2hWrists.Together,1hOutline<repeated>,2hWrists.Together",3.0,1.0,7.405653,testing,
105,ex3_ch1_g4_chef_NA_TO_sing13,chain1,4,chef,,Transmission only,sing13,person,"2hHat,2hBowl-Mix,2hBowl-Mix,1hHoldPan<shake>,1hCircleSelf",5.0,1.0,13.203225,testing,
106,ex3_ch1_g4_photographer_NA_TO_sing13,chain1,4,photographer,,Transmission only,sing13,person,"2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,Nod,2hCamera<asymm,PressRepeated>,1hPointSelf<self,repeated>,1hPointSelf<self,repeated>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hPointSelf<self,repeated>",17.0,6.0,10.822962,testing,
107,ex3_ch1_g4_to_preach_NA_TO_sing13,chain1,4,to preach,,Transmission only,sing13,act,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag",4.0,2.0,9.90095,testing,
108,ex3_ch1_g4_to_give_a_haircut_NA_TO_sing13,chain1,4,to give a haircut,,Transmission only,sing13,act,"2hScissors-HoldHair<left,repeated>,1hPointatObj<atObj>,2hScissors-HoldHair<left,repeated>",5.0,1.0,10.588262,testing,
109,ex3_ch1_g4_hairdresser_NA_TO_sing13,chain1,4,hairdresser,,Transmission only,sing13,person,"1hPointSelf<self,repeated>,2hScissors-Hold<front>,2hScissors-HoldHair<right>,1hPoint<front>,2hScissors-Hold<front>,1hPointSelf<self,repeated>",8.0,3.0,10.029059,testing,
110,ex3_ch1_g4_vicar_NA_TO_sing13,chain1,4,vicar,,Transmission only,sing13,person,"2hCollar,2hPray<repeated>,2hCollar<repeated>,2hPray,1hFingerWag",5.0,2.0,14.562267,testing,
111,ex3_ch1_g4_to_sing_NA_TO_sing13,chain1,4,to sing,,Transmission only,sing13,act,"Sing,1hMicrophone",2.0,0.0,4.997001,testing,
112,ex3_ch1_g4_scissors_NA_TO_sing13,chain1,4,scissors,,Transmission only,sing13,obj,"1hScissors<rightleft>,1hPointatObj<atObj>,repeat<1hScissors>",3.0,1.0,7.294469,testing,
113,ex3_ch1_g4_hair_salon_NA_TO_sing13,chain1,4,hair salon,,Transmission only,sing13,loc,"2hBox,2hScissors-HoldHair<left>,2hScissors-Hold<front,repeated>",4.0,1.0,10.377989,testing,
114,ex3_ch1_g4_microphone_NA_TO_sing13,chain1,4,microphone,,Transmission only,sing13,obj,"Sing,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone,1hPointatObj<atObj>",6.0,2.0,7.43102,testing,
115,ex3_ch1_g4_police_officer_NA_TO_sing13,chain1,4,police officer,,Transmission only,sing13,person,"2hHat,2hFistsX,2hFingerWag,2hPull,2hFistsX,1hPointSelf<self>",6.0,1.0,12.102225,testing,
116,ex3_ch1_g4_darkroom_NA_TO_sing13,chain1,4,darkroom,,Transmission only,sing13,loc,"2hBox,EyesClosed,1hLook,2hFeel<sides>",4.0,0.0,9.806807,testing,
117,ex3_ch1_g4_singer_NA_TO_sing13,chain1,4,singer,,Transmission only,sing13,person,"Sing,1hMicrophone,1hPointSelf<self,repeated>,Sing,1hMicrophone",6.0,1.0,7.713159,testing,
118,ex3_ch1_g4_to_cook_NA_TO_sing13,chain1,4,to cook,,Transmission only,sing13,act,"1hHoldPan<shake,toss>,2hBowl-Mix,2hBowl-Mix,2hDine,1hPointSelf<self>,2hBowl-Mix",7.0,2.0,13.804873,testing,
119,ex3_ch1_g4_church_NA_TO_sing13,chain1,4,church,,Transmission only,sing13,loc,"2hBox,2hRoof<large>,2hPray",3.0,0.0,10.082232,testing,
120,ex3_ch1_g5_scissors_NA_TO_sing15,chain1,5,scissors,,Transmission only,sing15,obj,"1hScissors,1hScissors,1hPointatObj<atObj>,1hScissors",4.0,2.0,8.665314,testing,
121,ex3_ch1_g5_bible_NA_TO_sing15,chain1,5,bible,,Transmission only,sing15,obj,"2hOpenBook<repeated>,2hFingerCross,2hPray,2hOpenBook<repeated>,1hPointatObj<atObj>,2hOpenBook",6.0,2.0,14.628666,testing,
122,ex3_ch1_g5_to_preach_NA_TO_sing15,chain1,5,to preach,,Transmission only,sing15,act,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag",4.0,2.0,8.373375,testing,
123,ex3_ch1_g5_church_NA_TO_sing15,chain1,5,church,,Transmission only,sing15,loc,"2hBox,1hCross,2hPray,2hOpenBook",4.0,0.0,11.466986,testing,
124,ex3_ch1_g5_vicar_NA_TO_sing15,chain1,5,vicar,,Transmission only,sing15,person,"2hDrawCollar,2hPray<repeated>,2hDrawCollar,2hCollar,2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag",8.0,4.0,19.03298,testing,
125,ex3_ch1_g5_hair_salon_NA_TO_sing15,chain1,5,hair salon,,Transmission only,sing15,loc,"2hPointBox,2hScissors-HoldHair<right>,1hPointatObj<atObj>,2hScissors-Hold<front>,1hPointatObj<atObj>,2hScissors-Hold<front>",6.0,3.0,13.644861,testing,
126,ex3_ch1_g5_police_officer_NA_TO_sing15,chain1,5,police officer,,Transmission only,sing15,person,"2hHat,2hPull,2hFistsX,2hFists",4.0,0.0,10.118658,testing,
127,ex3_ch1_g5_chef_NA_TO_sing15,chain1,5,chef,,Transmission only,sing15,person,"2hHat<repeated>,2hChop<repeated>,2hHoldPan<shake,toss>,1hPointSelf<self,repeated>,2hHoldPan<shake,toss>,2hChop<repeated>,1hPointSelf<self,repeated>",11.0,3.0,21.396141,testing,
128,ex3_ch1_g5_to_give_a_haircut_NA_TO_sing15,chain1,5,to give a haircut,,Transmission only,sing15,act,"2hScissors-HoldHair<right,repeated>,1hPointatObj<atObj>,1hPointSelf<self,repeated>,2hScissors-HoldHair<right,repeated>",7.0,1.0,13.220825,testing,
129,ex3_ch1_g5_to_make_an_arrest_NA_TO_sing15,chain1,5,to make an arrest,,Transmission only,sing15,act,"1hPoint<front>,2hPull,2hFistsX,2hDrag",4.0,0.0,7.541069,testing,
130,ex3_ch1_g5_prison_NA_TO_sing15,chain1,5,prison,,Transmission only,sing15,loc,"2hBox,2hHoldBars<shake,repeated>,Look",4.0,0.0,8.217282,testing,
131,ex3_ch1_g5_to_sing_NA_TO_sing15,chain1,5,to sing,,Transmission only,sing15,act,"Sing,1hMicrophone",2.0,0.0,8.303886,testing,
132,ex3_ch1_g5_handcuffs_NA_TO_sing15,chain1,5,handcuffs,,Transmission only,sing15,obj,"2hFistsX, 1hTouchWrist,1hTouchWrist,2hFistsX,2hFistsX",5.0,3.0,8.274114,testing,
133,ex3_ch1_g5_frying_pan_NA_TO_sing15,chain1,5,frying pan,,Transmission only,sing15,obj,"1hHoldPan<shake,toss,repeated>,1hPointatObj<atObj>,1hHoldPan<shake,toss>",6.0,1.0,10.902711,testing,
134,ex3_ch1_g5_photographer_NA_TO_sing15,chain1,5,photographer,,Transmission only,sing15,person,"2hCamera<asymm,1Press,repeated>,2hCamera<asymm,1Press,repeated>,1hPointSelf<self,repeated>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",12.0,3.0,10.799324,testing,
