matrix_idx,gesture_id,chain,generation,target,director,condition,participant,ent_type,code_string,code_len,num_reps,vid_len,phase,acc
40,ex1_ch1_g1_to_preach_A_TI,chain1,1,to preach,A,Transmission + Interaction,full1,act,"2hFingerWag<right-repeated>,2hFingerWag<rightcentre-repeated>",2.0,1.0,2.043446,testing,1.0
41,ex1_ch1_g1_camera_A_TI,chain1,1,camera,A,Transmission + Interaction,full1,obj,2hCamera,1.0,0.0,0.295363,testing,0.0
42,ex1_ch1_g1_scissors_A_TI,chain1,1,scissors,A,Transmission + Interaction,full1,obj,1hScissors<rightleft>,1.0,0.0,1.666837,testing,1.0
43,ex1_ch1_g1_restaurant_A_TI,chain1,1,restaurant,A,Transmission + Interaction,full1,loc,"2hOpenBook,2hOpenBook,look<right>,2hOpenBook,2hDine",5.0,2.0,3.949286,testing,1.0
44,ex1_ch1_g1_bible_A_TI,chain1,1,bible,A,Transmission + Interaction,full1,obj,"2hOpenBook,read<left-right>,2hPray,2hOpenBook,2hRead<left>",5.0,1.0,3.166112,testing,1.0
45,ex1_ch1_g1_to_sing_A_TI,chain1,1,to sing,A,Transmission + Interaction,full1,act,"2hSing<left>,2hSing",2.0,1.0,2.326006,testing,1.0
46,ex1_ch1_g1_prison_A_TI,chain1,1,prison,A,Transmission + Interaction,full1,loc,1hPalm<rightleft>,1.0,0.0,1.793096,testing,1.0
47,ex1_ch1_g1_microphone_A_TI,chain1,1,microphone,A,Transmission + Interaction,full1,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,1.772033,testing,1.0
48,ex1_ch1_g1_concert_hall_B_TI,chain1,1,concert hall,B,Transmission + Interaction,full2,loc,"2hBox<full>,1hSpace<rightleft>,2hSing<left>",3.0,0.0,4.230252,testing,1.0
49,ex1_ch1_g1_church_B_TI,chain1,1,church,B,Transmission + Interaction,full2,loc,"Look,1hBox,1hCollar<rightleft>",3.0,0.0,4.666544,testing,0.0
50,ex1_ch1_g1_police_officer_B_TI,chain1,1,police officer,B,Transmission + Interaction,full2,person,"1hKnock<left>,1hBadge<right>,1hKnock<left>",3.0,1.0,3.587625,testing,1.0
51,ex1_ch1_g1_to_preach_B_TI,chain1,1,to preach,B,Transmission + Interaction,full2,act,1hFingerWag<left-repeated>,1.0,0.0,2.894618,testing,1.0
52,ex1_ch1_g1_to_take_a_photo_B_TI,chain1,1,to take a photo,B,Transmission + Interaction,full2,act,Wink+2hCamera<asymm-1Press>,1.0,0.0,3.427156,testing,1.0
53,ex1_ch1_g1_prison_B_TI,chain1,1,prison,B,Transmission + Interaction,full2,loc,1hPalm<leftright>,1.0,0.0,1.67799,testing,1.0
54,ex1_ch1_g1_darkroom_B_TI,chain1,1,darkroom,B,Transmission + Interaction,full2,loc,"Squint+1hPalm<right>,1hPalm<rightleft>",2.0,1.0,6.39331,testing,1.0
55,ex1_ch1_g1_hairdresser_B_TI,chain1,1,hairdresser,B,Transmission + Interaction,full2,person,"1hThumbSelf<self-repeated>,2hScissors-HoldHair<right>",2.0,0.0,3.3686,testing,1.0
56,ex1_ch1_g1_handcuffs_B_TI,chain1,1,handcuffs,B,Transmission + Interaction,full2,obj,2hFists.wristsX,1.0,0.0,1.167786,testing,1.0
57,ex1_ch1_g1_chef_B_TI,chain1,1,chef,B,Transmission + Interaction,full2,person,2hMustache,1.0,0.0,1.423551,testing,1.0
58,ex1_ch1_g1_to_give_a_haircut_B_TI,chain1,1,to give a haircut,B,Transmission + Interaction,full2,act,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",2.0,1.0,5.487053,testing,1.0
59,ex1_ch1_g1_photographer_B_TI,chain1,1,photographer,B,Transmission + Interaction,full2,person,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm-1Press>",2.0,0.0,2.642937,testing,1.0
60,ex1_ch1_g1_camera_B_TI,chain1,1,camera,B,Transmission + Interaction,full2,obj,"Look+2hCamera<asymm-1hPress>,2hLens",2.0,0.0,2.2828,testing,1.0
61,ex1_ch1_g1_to_make_an_arrest_B_TI,chain1,1,to make an arrest,B,Transmission + Interaction,full2,act,"1hKnock<left>,1hBadge<right>,2hFists.wristsX",3.0,0.0,4.384479,testing,1.0
62,ex1_ch1_g1_to_sing_B_TI,chain1,1,to sing,B,Transmission + Interaction,full2,act,1hSing<left>,1.0,0.0,3.182319,testing,0.0
63,ex1_ch1_g1_hair_salon_B_TI,chain1,1,hair salon,B,Transmission + Interaction,full2,loc,"1hPoint.Box<full>,2hScissors-HoldHair<right>",2.0,0.0,3.637929,testing,1.0
64,ex1_ch1_g1_scissors_B_TI,chain1,1,scissors,B,Transmission + Interaction,full2,obj,1hScissors<rightleft>,1.0,0.0,1.886078,testing,1.0
65,ex1_ch1_g1_microphone_B_TI,chain1,1,microphone,B,Transmission + Interaction,full2,obj,"1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,2.385599,testing,1.0
66,ex1_ch1_g1_vicar_B_TI,chain1,1,vicar,B,Transmission + Interaction,full2,person,"2hPray,1hCollar<rightleft>",2.0,0.0,2.437749,testing,1.0
67,ex1_ch1_g1_singer_B_TI,chain1,1,singer,B,Transmission + Interaction,full2,person,"1hThumbSelf<self-repeated>,1hSing",2.0,0.0,2.925022,testing,1.0
68,ex1_ch1_g1_restaurant_B_TI,chain1,1,restaurant,B,Transmission + Interaction,full2,loc,"2hOpenBook,(look,nod<right>,1hPalm,1hPointatObj<atObj>)",5.0,0.0,2.759636,testing,1.0
69,ex1_ch1_g1_frying_pan_B_TI,chain1,1,frying pan,B,Transmission + Interaction,full2,obj,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",4.0,2.0,2.864475,testing,1.0
70,ex1_ch1_g1_bible_B_TI,chain1,1,bible,B,Transmission + Interaction,full2,obj,"2hOpenBook,2hTurnPage<repeated>,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hPray",6.0,1.0,5.597189,testing,1.0
71,ex1_ch1_g1_to_cook_B_TI,chain1,1,to cook,B,Transmission + Interaction,full2,act,"2hBowl-Mix,(1hBowl,1hPour<left>),1hPour<right>,2hBowl-Mix,2hTray<forward>,2hTray<backward>",7.0,3.0,5.901776,testing,1.0
72,ex1_ch1_g2_police_officer_A_TI,chain1,2,police officer,A,Transmission + Interaction,full3,person,"1hKnock<right>,1hGrab<right-hold>",2.0,0.0,4.721254,testing,1.0
73,ex1_ch1_g2_to_make_an_arrest_A_TI,chain1,2,to make an arrest,A,Transmission + Interaction,full3,act,"1hKnock<right>,1hGrab<right>,2hHoldWristsTogether<hold>",3.0,0.0,3.07117,testing,1.0
74,ex1_ch1_g2_chef_A_TI,chain1,2,chef,A,Transmission + Interaction,full3,person,"1hPointSelf<self-repeated>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour),1hHoldPan<shake>",5.0,2.0,5.272351,testing,1.0
75,ex1_ch1_g2_to_take_a_photo_A_TI,chain1,2,to take a photo,A,Transmission + Interaction,full3,act,2hCamera<symm-1Press>,1.0,0.0,3.544886,testing,1.0
76,ex1_ch1_g2_camera_A_TI,chain1,2,camera,A,Transmission + Interaction,full3,obj,"2hCamera<symm-1Press>,2hLens",2.0,0.0,2.079372,testing,1.0
77,ex1_ch1_g2_darkroom_A_TI,chain1,2,darkroom,A,Transmission + Interaction,full3,loc,Squint+2hPalm.Feel<right-repeated>,1.0,0.0,2.546796,testing,1.0
78,ex1_ch1_g2_frying_pan_A_TI,chain1,2,frying pan,A,Transmission + Interaction,full3,obj,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),(1hHoldPan<shake>,1hPointatObj<atObj>)",5.0,3.0,2.64383,testing,1.0
79,ex1_ch1_g2_church_A_TI,chain1,2,church,A,Transmission + Interaction,full3,loc,"2hSpace<full>,1hCollar<leftright>",2.0,0.0,3.84075,testing,1.0
80,ex1_ch1_g2_hairdresser_A_TI,chain1,2,hairdresser,A,Transmission + Interaction,full3,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<right>",2.0,0.0,2.324423,testing,1.0
81,ex1_ch1_g2_to_cook_A_TI,chain1,2,to cook,A,Transmission + Interaction,full3,act,"2hBowl-Mix,(1hBowl,1hPour<right>),2hBowl-Mix",4.0,1.0,2.335622,testing,1.0
82,ex1_ch1_g2_hair_salon_A_TI,chain1,2,hair salon,A,Transmission + Interaction,full3,loc,"2hBox<full>,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>",3.0,1.0,3.447041,testing,1.0
83,ex1_ch1_g2_scissors_A_TI,chain1,2,scissors,A,Transmission + Interaction,full3,obj,1hScissors<rightleft>,1.0,0.0,2.622297,testing,1.0
84,ex1_ch1_g2_prison_A_TI,chain1,2,prison,A,Transmission + Interaction,full3,loc,1hPalm<leftright>,1.0,0.0,2.284464,testing,1.0
85,ex1_ch1_g2_photographer_A_TI,chain1,2,photographer,A,Transmission + Interaction,full3,person,"1hPointSelf<self-repeated>,2hCamera<symm-pressRepeated*2>",2.0,0.0,2.380991,testing,1.0
86,ex1_ch1_g2_handcuffs_A_TI,chain1,2,handcuffs,A,Transmission + Interaction,full3,obj,"2hHoldWrist<right>,2hHoldWrist<left>",2.0,1.0,3.423614,testing,1.0
87,ex1_ch1_g2_to_sing_A_TI,chain1,2,to sing,A,Transmission + Interaction,full3,act,1hSing<right>,1.0,0.0,2.31448,testing,1.0
88,ex1_ch1_g2_microphone_A_TI,chain1,2,microphone,A,Transmission + Interaction,full3,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,2.156802,testing,1.0
89,ex1_ch1_g2_concert_hall_A_TI,chain1,2,concert hall,A,Transmission + Interaction,full3,loc,"2hBox<full>,2hSpace<small>,1hSing<right>",3.0,0.0,2.724124,testing,1.0
90,ex1_ch1_g2_singer_A_TI,chain1,2,singer,A,Transmission + Interaction,full3,person,"1hPointSelf<self-repeated>,1hSing<right>",2.0,0.0,2.393614,testing,1.0
91,ex1_ch1_g2_bible_A_TI,chain1,2,bible,A,Transmission + Interaction,full3,obj,"read+2hOpenBook,2hOpenBook,2hOpenBook",3.0,2.0,2.791789,testing,1.0
92,ex1_ch1_g2_to_preach_A_TI,chain1,2,to preach,A,Transmission + Interaction,full3,act,1hFingerWag<right-repeated>,1.0,0.0,1.734727,testing,1.0
93,ex1_ch1_g2_vicar_A_TI,chain1,2,vicar,A,Transmission + Interaction,full3,person,"1hPointSelf<self-repeated>,1hCollar<leftright>",2.0,0.0,3.118514,testing,1.0
94,ex1_ch1_g2_to_give_a_haircut_A_TI,chain1,2,to give a haircut,A,Transmission + Interaction,full3,act,"2hScissor-HoldHair<right>,2hScissors-HoldHair<left>",2.0,0.0,2.86029,testing,1.0
95,ex1_ch1_g2_restaurant_A_TI,chain1,2,restaurant,A,Transmission + Interaction,full3,loc,"2hOpenBook,(look<right>,1hPalm,1hPointatObj<atObj-repeated>)",4.0,0.0,2.320112,testing,1.0
96,ex1_ch1_g2_church_B_TI,chain1,2,church,B,Transmission + Interaction,full4,loc,"2hBox<full>,1hCollar<leftright>",2.0,0.0,3.6931,testing,1.0
97,ex1_ch1_g2_camera_B_TI,chain1,2,camera,B,Transmission + Interaction,full4,obj,"2hCamera<asymm-1Press>,2hLens",2.0,0.0,2.225548,testing,1.0
98,ex1_ch1_g2_to_give_a_haircut_B_TI,chain1,2,to give a haircut,B,Transmission + Interaction,full4,act,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",2.0,1.0,3.118401,testing,1.0
99,ex1_ch1_g2_hairdresser_B_TI,chain1,2,hairdresser,B,Transmission + Interaction,full4,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",3.0,1.0,3.254215,testing,1.0
100,ex1_ch1_g2_to_make_an_arrest_B_TI,chain1,2,to make an arrest,B,Transmission + Interaction,full4,act,"1hKnock<right>,1hBadge<right>,2hFists.wristsX<left>",3.0,0.0,3.560967,testing,1.0
101,ex1_ch1_g2_to_take_a_photo_B_TI,chain1,2,to take a photo,B,Transmission + Interaction,full4,act,2hCamera<asymm-1Press>,1.0,0.0,2.676037,testing,1.0
102,ex1_ch1_g2_scissors_B_TI,chain1,2,scissors,B,Transmission + Interaction,full4,obj,1hScissors<rightleft>,1.0,0.0,1.829162,testing,1.0
103,ex1_ch1_g2_photographer_B_TI,chain1,2,photographer,B,Transmission + Interaction,full4,person,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*2>",2.0,0.0,2.524554,testing,1.0
104,ex1_ch1_g2_prison_B_TI,chain1,2,prison,B,Transmission + Interaction,full4,loc,1hPalm<rightleft>,1.0,0.0,2.774717,testing,1.0
105,ex1_ch1_g2_to_cook_B_TI,chain1,2,to cook,B,Transmission + Interaction,full4,act,"2hBowl-Mix,(1hBowl,1hPour<left>),1hPour<right>",4.0,1.0,2.616329,testing,1.0
106,ex1_ch1_g2_concert_hall_B_TI,chain1,2,concert hall,B,Transmission + Interaction,full4,loc,"2hBox<full>,1hSweep,1hSing<right>",3.0,0.0,3.353911,testing,1.0
107,ex1_ch1_g2_to_sing_B_TI,chain1,2,to sing,B,Transmission + Interaction,full4,act,1hSing<right>,1.0,0.0,2.067235,testing,1.0
108,ex1_ch1_g2_restaurant_B_TI,chain1,2,restaurant,B,Transmission + Interaction,full4,loc,"2hOpenBook,(look+nod<right>,1hPalm,1hPointatObj<atObj>)",4.0,0.0,2.371812,testing,1.0
109,ex1_ch1_g2_singer_B_TI,chain1,2,singer,B,Transmission + Interaction,full4,person,"1hPointSelf<self-repeated>,1hSing<right>",2.0,0.0,2.355838,testing,1.0
110,ex1_ch1_g2_handcuffs_B_TI,chain1,2,handcuffs,B,Transmission + Interaction,full4,obj,"2hHoldWrist<left>,2hHoldWrist<right>",2.0,1.0,2.141587,testing,1.0
111,ex1_ch1_g2_police_officer_B_TI,chain1,2,police officer,B,Transmission + Interaction,full4,person,"1hKnock<right>,1hBadge<left>,1hKnock<right>",3.0,1.0,3.616423,testing,1.0
112,ex1_ch1_g2_hair_salon_B_TI,chain1,2,hair salon,B,Transmission + Interaction,full4,loc,"2hBox<full>,1hScissors-HoldHair<left>,1hHoldHair<right>",3.0,0.0,2.838809,testing,1.0
113,ex1_ch1_g2_bible_B_TI,chain1,2,bible,B,Transmission + Interaction,full4,obj,"2hOpenBook<hold>,(1hPalm,1hPointatObj<atObj>),2hOpenBook<hold>",4.0,1.0,4.486407,testing,1.0
114,ex1_ch1_g2_darkroom_B_TI,chain1,2,darkroom,B,Transmission + Interaction,full4,loc,"Squint<rightleft>,Squint<leftright>",2.0,0.0,2.226408,testing,1.0
115,ex1_ch1_g2_microphone_B_TI,chain1,2,microphone,B,Transmission + Interaction,full4,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,2.164964,testing,1.0
116,ex1_ch1_g2_to_preach_B_TI,chain1,2,to preach,B,Transmission + Interaction,full4,act,HeadShake+1hFingerwag<right>,1.0,0.0,2.241061,testing,1.0
117,ex1_ch1_g2_frying_pan_B_TI,chain1,2,frying pan,B,Transmission + Interaction,full4,obj,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",4.0,2.0,2.432942,testing,1.0
118,ex1_ch1_g2_chef_B_TI,chain1,2,chef,B,Transmission + Interaction,full4,person,"1hPointSelf<self-repeated>,2hBowl-Mix,(1hBowl,1hPour<right>)",4.0,0.0,3.232805,testing,1.0
119,ex1_ch1_g2_vicar_B_TI,chain1,2,vicar,B,Transmission + Interaction,full4,person,"1hPointSelf<self-repeated>,1hCollar<leftright>",2.0,0.0,2.860392,testing,1.0
120,ex1_ch1_g3_concert_hall_A_TI,chain1,3,concert hall,A,Transmission + Interaction,full5,loc,"2hBox<small>,1hSpace,1hSing<right>",3.0,0.0,4.867319,testing,1.0
121,ex1_ch1_g3_to_sing_A_TI,chain1,3,to sing,A,Transmission + Interaction,full5,act,1hSing<right>,1.0,0.0,1.853573,testing,1.0
122,ex1_ch1_g3_darkroom_A_TI,chain1,3,darkroom,A,Transmission + Interaction,full5,loc,Squint<rightleft>,1.0,0.0,1.935367,testing,1.0
123,ex1_ch1_g3_to_take_a_photo_A_TI,chain1,3,to take a photo,A,Transmission + Interaction,full5,act,2hCamera<asymm-1Press>,1.0,0.0,1.788905,testing,1.0
124,ex1_ch1_g3_photographer_A_TI,chain1,3,photographer,A,Transmission + Interaction,full5,person,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*2>",2.0,0.0,2.823594,testing,1.0
125,ex1_ch1_g3_hair_salon_A_TI,chain1,3,hair salon,A,Transmission + Interaction,full5,loc,"2hPoint.Box<small>,2hScissors-HoldHair<left>",2.0,0.0,2.072013,testing,1.0
126,ex1_ch1_g3_vicar_A_TI,chain1,3,vicar,A,Transmission + Interaction,full5,person,"1hPointSelf<self>,1hCollar<leftright>",2.0,0.0,2.067689,testing,1.0
127,ex1_ch1_g3_church_A_TI,chain1,3,church,A,Transmission + Interaction,full5,loc,"2hPoint.Box<full>,1hCollar<leftright>",2.0,0.0,2.638152,testing,1.0
128,ex1_ch1_g3_to_make_an_arrest_A_TI,chain1,3,to make an arrest,A,Transmission + Interaction,full5,act,"1hKnock<right>,1hPull<leftright>,2hFists.wristsX<left>",3.0,0.0,3.675502,testing,1.0
129,ex1_ch1_g3_singer_A_TI,chain1,3,singer,A,Transmission + Interaction,full5,person,"1hPointSelf<self-repeated>,1hSing<right>",2.0,0.0,2.421252,testing,1.0
130,ex1_ch1_g3_scissors_A_TI,chain1,3,scissors,A,Transmission + Interaction,full5,obj,Nod+1hScissors<rightleft>,1.0,0.0,2.444655,testing,0.0
131,ex1_ch1_g3_microphone_A_TI,chain1,3,microphone,A,Transmission + Interaction,full5,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,3.029536,testing,1.0
132,ex1_ch1_g3_to_cook_A_TI,chain1,3,to cook,A,Transmission + Interaction,full5,act,2hBowl-Mix,1.0,0.0,1.486395,testing,1.0
133,ex1_ch1_g3_police_officer_A_TI,chain1,3,police officer,A,Transmission + Interaction,full5,person,"1hKnock<right>,1hBadge<left>,1hKnock<right>",3.0,1.0,4.072454,testing,1.0
134,ex1_ch1_g3_hairdresser_A_TI,chain1,3,hairdresser,A,Transmission + Interaction,full5,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",2.0,0.0,2.478466,testing,0.0
135,ex1_ch1_g3_frying_pan_A_TI,chain1,3,frying pan,A,Transmission + Interaction,full5,obj,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",4.0,2.0,2.899232,testing,1.0
136,ex1_ch1_g3_camera_A_TI,chain1,3,camera,A,Transmission + Interaction,full5,obj,"1hPoint<atSpace>,2hCamera<asymm-1Press>,(1hFist<hold>,1hPointatObj<atObj>)",4.0,0.0,2.918853,testing,1.0
137,ex1_ch1_g3_to_preach_A_TI,chain1,3,to preach,A,Transmission + Interaction,full5,act,Frown+1hFingerWag<right-repeated>,1.0,0.0,0.952985,testing,1.0
138,ex1_ch1_g3_handcuffs_A_TI,chain1,3,handcuffs,A,Transmission + Interaction,full5,obj,"2hHoldWrist<right>,2hHoldWrist<left>",2.0,1.0,1.91576,testing,1.0
