pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
001,11,0.29750048201570567,0.20020712313556865,0.2770976974662111,0.2503480151686202,0.30911011161815105,0.2585312535081056,0.3319041654621763,0.24106528634502622,0.31535527881920977,0.2209271340569731,0.3093823891835411,0.32098411734420695,0.535093212080678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13A,A,1.0,1_5,A,13.0,,13A,,,,153668,154228,560,B,2.0,2_10,B,13.0,,,13A,,,696495,696775,280,"OkÃ©, deze die heeft een heel groot vlak aan de onderkant met t- twee armen met allemaal bolletjes",,"Okay, this one which has a very large plane at the bottom with t- two arms with all the little balls",,13A,13A,,,True,,met de twee eh uitsteeksels met bolletjes.,,With the two eh protrusions with spheres.,,,13A-REP,13A-REP,True,153668.0,154228.0,560.0,696470.0,696800.0,330.0,both,both,both
001,12,0.12414775882734994,0.14559894556517539,0.12312061071522092,0.12233328950322425,0.09300218609982937,0.08285668901133246,0.07316092547960464,0.07056535611989764,0.06396043921965504,0.07026153663799253,0.051452042315489714,0.4875030220925987,0.1059580631681784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16A,B,1.0,1_6,B,16.0,,,16A,,,165805,166685,880,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,,"Bovenop is een soort ovaal, zeg maar, soort bovenkant van een soeplepel.",,"On top is a kind of oval, say, kind of top of a soup ladle.",,,,16A,True,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,165805.0,166685.0,880.0,606504.0,606834.0,330.0,both,right,both
001,13,0.35138559156125626,nan,0.20926693690246917,nan,0.3601139108752293,nan,0.3496427000998115,nan,0.31333479422842686,nan,0.24773049938164313,nan,0.6282247078799575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16D,B,1.0,1_6,B,16.0,,,16D,,,178501,179161,660,A,2.0,2_3,A,16.0,,16D,,,,615564,615924,360,,En helemaal linksachter een soort eh armpje.,,And on the far left back a kind of um arm.,,,,16D,True,En aan de achterkant heb je een soort van armpje die een beetje krom staat.,,And at the back you have a kind of little arm that's kind of crooked.,,,16D,,,True,178501.0,179161.0,660.0,615564.0,615924.0,360.0,right,right,right
001,14,0.13722734562173775,nan,0.05586624211496977,nan,0.1536106615538155,nan,0.17508151731216332,nan,0.16361287983638803,nan,0.15668398893469432,nan,0.1185087839783955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11A,A,1.0,1_7,A,11.0,,11A,,,,208938,209298,360,B,1.0,1_7,A,11.0,,,11A,,,251028,251588,560,En de andere is een platte uitsteeksel,,And the other is a flat protrusion,,,11A,,,True,,"Ja, en dan is er nog één daarnaast. Naast dat ruitje. Dat is een soort langwerpige balk, toch?",,"Yes, and then there's one next to that - next to that little window. That's kind of an oblong bar, right?",,,,11A,True,208938.0,209298.0,360.0,251028.0,251588.0,560.0,right,right,right
001,15,0.13087726849511871,0.06272331543251519,0.0890855091657788,0.0743831607554764,0.15335962765254407,0.07991170118512053,0.16673885637391184,0.09156486057623746,0.1648284821871247,0.08590174998953418,0.14937572393014306,0.1963982712602034,0.2562559634328351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11C,A,1.0,1_7,A,11.0,,11C,,,,233771,234397,626,B,2.0,2_6,B,11.0,,,11C,,,649013,649773,760,En dan aan de zijkant zit een uitsteeksel en daar lijkt het alsof er zeg maar een papiertje gevouwen is.,,"And then on the side is a protrusion and there it looks like, say, a piece of paper folded.",,11C,11C,,,True,,Neusje voorop en dan aan de rechterkant het eh omgevouwen papiertje.,,Nose in front and then on the right side the um folded paper.,,,11C,11C,True,233771.0,234397.0,626.0,649013.0,649773.0,760.0,both,both,both
001,16,0.14565040353085235,0.12591955780855524,0.17766643281035507,0.08984782627230063,0.178140088053384,0.09592706009433573,0.16917671666922235,0.11577310152639561,0.1416935966041962,0.13293590169002784,0.12986675278413512,0.19231538513182214,0.19854242292549817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,B,1.0,1_8,B,8.0,,,08B,,,268281,268941,660,A,1.0,1_8,B,8.0,,08B,,,,290081,290601,520,,met twee ja soort volsprieten die eh weer van die vierkanten op die steeds groter worden.,,with two yes kind of full sprites that eh again of those squares on that get bigger and bigger.,,,08B,08B,True,Dat bovenop is is een ruit met twee vierkanten die...,,That on top is a diamond with two squares that...,,08B,08B,,,True,268281.0,268941.0,660.0,290081.0,290601.0,520.0,both,both,both
001,17,0.2718302948560663,0.0992671094106153,0.32437299565178346,0.07527665488910885,0.3435595299013014,0.05259388127288005,0.3172902031207468,0.046416472824376394,0.2769558507197819,0.04274355018610881,0.23073818822273331,0.35203806693928463,0.138065001520051,0.14735341206842675,0.09555168162152636,0.08521986809659382,0.08104938126078924,0.08131713262629349,1.4836395072747728,0.3556875584866591,0.3247349603071032,0.3259169206391207,0.30343267994543033,0.2731801713395209,0.6767511957490001,08D,B,1.0,1_8,B,8.0,,,08D,,,276021,276221,200,A,2.0,2_13,A,8.0,,08D,,,,721682,722082,400,,En aan de zijkant heb je een arm #voice creaks# die lijkt alsof die een knuffel gaat geven.,,And on the side you have an arm #voice creaks# that looks like it's going to give a hug.,,,08D,,True,en een f- armpje aan de zijkant met daar bovenop een eh ruit,,and an f- arm on the side with an eh window on top of it,,,08D,,,True,275956.0,276286.0,330.0,721682.0,722082.0,400.0,right,left,right_left
001,18,0.2639197359743932,0.16721137288486274,0.15226944095855977,0.21475480281983428,0.21062278749246371,0.2701628873601312,0.22141179111690734,0.29028620379133446,0.20033513081314022,0.28369631097818016,0.15127782635158962,0.35740683801201634,0.412485684462399,0.18355063304899602,0.22183196168578848,0.24374058114624492,0.22104596443349667,0.16440956383122435,0.8362428480851755,0.19482466948735888,0.20727318506716622,0.23583386516598306,0.23214472117262766,0.2104054559417841,0.7327015530892745,08E,B,1.0,1_8,B,8.0,,,08E,,,279400,280260,860,A,2.0,2_13,A,8.0,,08E,,,,719876,720296,420,,,,,,,,08E,True,en dan een voetje eronder,,and then a foot underneath,,08E,,,,True,279400.0,280260.0,860.0,719876.0,720296.0,420.0,left,right,left_right
001,19,0.10531131163538389,0.17769480999291457,0.025583354386685624,0.21538788675188292,0.042071042095237134,0.16828103541973616,0.04728846170914238,0.10715360440227055,0.03722474852362754,0.09193699022972002,0.03118987232309691,0.13725845020278218,0.18266548358751072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05D,A,1.0,1_11,A,5.0,,05D,,05E,,337323,337643,320,B,2.0,2_16,B,5.0,,,05D,,05E,755214,755634,420,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,Oh ja. #laughs#,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,Oh yes #laughs#,05E,05D,,,True,"Oh, de pinguÃ¯n.",en twee armpjes.,"Oh, the penguin.",and two little arms.,,,05E,05D,True,337318.0,337648.0,330.0,755214.0,755634.0,420.0,both,both,both
001,20,0.10531131163538389,0.17769480999291457,0.025583354386685624,0.21538788675188292,0.042071042095237134,0.16828103541973616,0.04728846170914238,0.10715360440227055,0.03722474852362754,0.09193699022972002,0.03118987232309691,0.13725845020278218,0.18266548358751072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05E,A,1.0,1_11,A,5.0,,05D,,05E,,337323,337643,320,B,2.0,2_16,B,5.0,,,05D,,05E,755214,755634,420,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,Oh ja. #laughs#,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,Oh yes #laughs#,05E,05D,,,True,"Oh, de pinguÃ¯n.",en twee armpjes.,"Oh, the penguin.",and two little arms.,,,05E,05D,True,337318.0,337648.0,330.0,755214.0,755634.0,420.0,both,both,both
001,21,0.21247946119474534,0.2264629790108235,0.056720677606498134,0.2612797713305501,0.11032708028813547,0.23541181334232616,0.09648509064355969,0.21599902030873333,0.07391059193736567,0.19004475437340732,0.056708085801115804,0.7601122417239363,0.2662914279704925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05A,A,1.0,1_11,A,5.0,,05A,,,,343321,344281,960,B,1.0,1_11,A,5.0,,,05A,,,368897,369517,620,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,,05A,05A,,,True,,heeft die een een een rechthoekige balk bovenop liggen?,,Does that one have a one rectangular beam on top?,,,,05A,True,343321.0,344281.0,960.0,368897.0,369517.0,620.0,both,right,both
001,22,0.11737480278320352,nan,0.13280980442747126,nan,0.1429291489104034,nan,0.10623026969114041,nan,0.09641684929083795,nan,0.09861225675172337,nan,0.12725048762764463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,04B,B,1.0,1_12,B,4.0,,,04B,,,394656,395356,700,A,1.0,1_12,B,4.0,,04B,,,,411515,411795,280,,aan de rechterkant erin.,,on the right side in it.,,,,04B,True,"en die, die, zeg maar, zijn twee rechte platte balken die er aan...",,"and those, those, say, are two straight flat beams attached to...",,,04B,,,True,394656.0,395356.0,700.0,411490.0,411820.0,330.0,right,right,right
001,23,0.10553709958535884,0.1045877777815542,0.09752260463926303,0.12100086608834965,0.0857935038425664,0.1143981993780029,0.08224917945151997,0.10961284807345766,0.08263481755927152,0.11307027345210849,0.0967274915498231,0.14934186533700072,0.10950576787138848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,07B,A,1.0,1_13,A,7.0,,07B,,,,420881,422556,1675,B,2.0,2_8,B,7.0,,,07B,,,663761,663901,140,Ehm omdat hij dus op de helft van de dingen zit een zit een soort van plank.,,Ehm because he's so on half of the things a sits kind of plank.,,07B,07B,,,True,,maar dan daarboven met het bakje bovenop en een soort tafeltje eh naar beneden.,,but up there with the tray on top and a kind of table eh down.,,,07B,07B,True,420881.0,422556.0,1675.0,663666.0,663996.0,330.0,both,both,both
001,24,0.2101405274825806,0.12146631054932469,0.28292407404844466,0.20426181780625816,0.3016405339497279,0.24636854350754112,0.2706116696054693,0.24298827734848846,0.24346209326983642,0.20498375282859346,0.2213748822656882,0.24077446285527765,0.4695335394250441,0.36899786966356,0.3846381540650461,0.33012891918967746,0.27098895170131804,0.21847624521407324,0.6091713203918235,0.16388491004863676,0.23066919515889564,0.2355134260467988,0.22251135354605772,0.18000203369588821,1.0772773017255366,02A,B,1.0,1_14,B,2.0,,,02A,,,449178,449578,400,A,2.0,2_11,A,2.0,,02A,,,,704621,705402,781,,"Deze heeft een eh ja ijshoorntje op de kop, op de bovenkant.",,"This one has an um yes ice cream cone on the head, on the top.",,,,02A,True,Ehm dit is weer eh die rijder de met die eh ijshoorn op de kop.,,Um this is again eh that rider the with that eh ice cream cone on the head.,,02A,,,,True,449178.0,449578.0,400.0,704621.0,705402.0,781.0,left,right,left_right
001,25,0.24960002271425313,0.20273336744058176,0.19310209696910488,0.2684120981039102,0.23414414625831922,0.2556887100341146,0.1790287724740491,0.21623018534323996,0.15951815574067468,0.15295382548693015,0.1430713831563486,0.6371792942026958,0.35313823736106864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14A,A,2.0,2_1,A,14.0,,14A,,,,541800,542300,500,B,3.0,3_16,B,14.0,,,14A,,,903401,903541,140,Eh dit is eh met een bol bovenop,,Eh this is eh with a sphere on top,,14A,14A,,,True,,Dit is degene met de twee armpjes en het bolletje bovenop,,This is the one with the two arms and the little ball on top,,,14A,,True,541800.0,542300.0,500.0,903306.0,903636.0,330.0,both,left,both
001,26,0.18659168807990395,0.19288006923502365,0.12722693612188843,0.26228492116047886,0.06684237751073471,0.27606706970816236,0.02914274736047687,0.29294319114994605,0.046867910691208665,0.30623434710800423,0.05813826702797008,0.48069094030269915,0.09978147958225458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14C,A,2.0,2_1,A,14.0,,14C,,,,549281,549701,420,B,3.0,3_16,B,14.0,,,14C,,,905520,906260,740,"en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk",,"and a um um rectangular, yes, rectangular, stretch rectangular beam",,14C,14C,,,True,,en de balk voorop.,,and the beam in front.,,,,14C,True,549281.0,549701.0,420.0,905520.0,906260.0,740.0,both,right,both
001,27,0.181192894078885,0.09943979385899153,0.11366661464862389,0.13941645707921405,0.15991871307500866,0.1298381671013615,0.1664799029901992,0.10487082595553246,0.14052429614758932,0.07229617095077004,0.09783030282682226,0.4337738012552707,0.5162596830572366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14B,A,2.0,2_1,A,14.0,,14B,,14D,,558111,558491,380,B,3.0,3_16,B,14.0,,,14B,,14D,901671,902111,440,"En dan twee uitstulpsels van de armen,",,"And then two bulges of arms,",,14D,14B,,,True,,Dit is degene met de twee armpjes en het bolletje bovenop,,This is the one with the two arms and the little ball on top,,,14D,14B,True,558111.0,558491.0,380.0,901671.0,902111.0,440.0,both,both,both
001,28,0.181192894078885,0.09943979385899153,0.11366661464862389,0.13941645707921405,0.15991871307500866,0.1298381671013615,0.1664799029901992,0.10487082595553246,0.14052429614758932,0.07229617095077004,0.09783030282682226,0.4337738012552707,0.5162596830572366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14D,A,2.0,2_1,A,14.0,,14B,,14D,,558111,558491,380,B,3.0,3_16,B,14.0,,,14B,,14D,901671,902111,440,"En dan twee uitstulpsels van de armen,",,"And then two bulges of arms,",,14D,14B,,,True,,Dit is degene met de twee armpjes en het bolletje bovenop,,This is the one with the two arms and the little ball on top,,,14D,14B,True,558111.0,558491.0,380.0,901671.0,902111.0,440.0,both,both,both
001,29,0.20676436489134803,0.22326969768034544,0.23566127333426987,0.16975281372280146,0.20655185627792078,0.13247920513862543,0.20222634380920074,0.11058392801664141,0.18142536829016342,0.10772527381625727,0.15820705732681198,0.3550134418395956,0.39827611944354296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09A,B,2.0,2_2,B,9.0,,,09A,,,577893,578153,260,A,3.0,3_1,A,9.0,,09A,,09D,,764222,764402,180,,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,,And then so you have the spoon in the glass and then another um protrusion,,,,09A,True,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.",,"Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,09D,09A,,,True,577858.0,578188.0,330.0,764147.0,764477.0,330.0,both,right,both
001,30,0.19224670551693,0.21168205534323817,0.1727938258797935,0.296105394763477,0.18826791826009143,0.21585213577899712,0.15018087159654073,0.1608898336196649,0.13875147764543366,0.1269246061755464,0.13581447554899725,0.46720936805500324,0.1075192539122615,0.39078732545109557,0.3266106900580752,0.2365157837529896,0.167400171533538,0.1119751111692393,0.4640913923456603,0.12549483235177183,0.19730847782074223,0.15630052177885556,0.11611084646103745,0.07860303108799653,0.4796625236011764,09C,B,2.0,2_2,B,9.0,,,09C,,,581067,582301,1234,A,3.0,3_1,A,9.0,,09C,,,,764448,764868,420,,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,,And then so you have the spoon in the glass and then another um protrusion,,,,09C,True,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.",,"Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,09C,,,,True,581067.0,582301.0,1234.0,764448.0,764868.0,420.0,left,right,left_right
001,31,0.17557368595459055,0.1533134722989271,0.1506490660700276,0.11428505042237797,0.19192918948617607,0.10301842893301134,0.19872409229484458,0.08782901313332717,0.19194960216943263,0.080564557154029,0.16338513751221814,0.5437155409604434,0.12752108102027163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16A,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,B,3.0,3_8,B,16.0,,,16A,,,819049,819289,240,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,Ja.,Ik heb degene die met de ovaalvormige aan de bovenkant en aan de linkerkant en verder nog twee uitsteeksels.,Yes.,I have the one with the oval at the top and on the left side and two more protrusions.,,,,16A,True,606504.0,606834.0,330.0,819004.0,819334.0,330.0,both,right,both
001,32,0.195467864280356,0.13949101856100538,0.17165006558054124,0.20065920003932938,0.19343837437769423,0.1739684696252826,0.188616476985988,0.14501022679071807,0.17868524602679128,0.12608855246919065,0.16950381713022786,0.1403621114224091,0.5181408123550945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16C,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,B,3.0,3_8,B,16.0,,,16C,,,819927,820207,280,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,Ja.,Ik heb degene die met de ovaalvormige aan de bovenkant en aan de linkerkant en verder nog twee uitsteeksels.,Yes.,I have the one with the oval at the top and on the left side and two more protrusions.,,,16C,,True,606504.0,606834.0,330.0,819902.0,820232.0,330.0,both,left,both
