comparison_id,pair,referent,hands_dtw,A_hands,B_hands,average_distance,average_distance_xyz,left_wrist,right_wrist,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_right_index,right_left_index,average_size,size_A,left_size_A,right_size_A,size_B,left_size_B,right_size_B,location,handshape,orientation,movement,sim_notes,speaker_1,round_1,director_1,target_1,accuracy_1,begin_time_1_adj,end_time_1_adj,duration_1_adj,iconic_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,A_speech_eng_1,B_speech_eng_1,speaker_2,round_2,director_2,target_2,accuracy_2,begin_time_2_adj,end_time_2_adj,duration_2_adj,iconic_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,A_speech_eng_2,B_speech_eng_2
623,17,02A,right,right,right,0.4603343007811577,0.4614146255133759,,0.6720842731525973,,0.4014033553885913,,0.4884945633482242,,0.43691870012543,,0.3919917627764,,0.3711131498957035,,,0.0917764154575338,0.0456410483722141,0.0216863592850484,0.0695957374593798,0.1379117825428535,0.1216062409354513,0.1542173241502557,,,,,,A,3.0,A,2.0,,1090068.0,1090672.0,604.0,True,,02A,,,Then I have one with a pyramid on it.,,B,4.0,B,2.0,,1389010.0,1389700.0,690.0,True,,,,02A,,"And this one, this is again the one with the pyramid on top."
624,17,02D,right,right,right,0.2952625936406294,0.2971743766444358,,0.6328565233676358,,0.3699848038125088,,0.2928224303724487,,0.1581989928152602,,0.1510943011444608,,0.1666185103314623,,,0.0650858260004148,0.0439187176880286,0.0036827598020417,0.0841546755740155,0.0862529343128011,0.0196235360680595,0.1528823325575427,,,,,,A,3.0,A,2.0,,1093163.0,1093493.0,330.0,True,,02D,,,,,B,4.0,B,2.0,,1390557.0,1391099.0,542.0,True,,,,02D,,"Oh yeah, and that screw on the left."
625,17,07D,right_left,right,left,0.499961948457668,0.5003550876041768,1.051113227760447,0.4737065141008085,0.5752400983336573,0.1569894263524663,0.4962249225367757,0.2756108653951707,0.3820053479441497,0.2859036768876873,0.3222594086122196,0.2644365558065215,0.2761234525890483,0.2215926847274919,0.2836886563416456,0.4114851964907676,0.121996188184981,0.1506339894565373,0.0344407546713374,0.2668272242417371,0.0933583869134248,0.1615524439706421,0.0251643298562075,,,,,,A,3.0,B,7.0,,1104721.0,1105401.0,680.0,True,,07D,,,"with that tail also at the end, say, yes",,B,3.0,B,7.0,,1105880.0,1106210.0,330.0,True,,,07D,,"with that tail also at the end, say, yes","Yes, lin-"
626,17,12A,right_left,right,left,0.4007327583870748,0.4017026761505387,0.9960539638070326,0.5826290812667033,0.5093201608831357,0.2049838950173633,0.4569816321824501,0.3791356030853037,0.328426670298693,0.3953493978349002,0.2802146055077738,0.3464588810423138,0.2253157542623476,0.261681432102928,0.2786971514121562,0.3332044658822452,0.0414262237732998,0.0233950914245169,0.0071544638142446,0.0396357190347891,0.0594573561220828,0.0971864731478369,0.0217282390963288,,,,,,A,3.0,A,12.0,,1115469.0,1115799.0,330.0,True,,12A,,,on the right side also such a flat surface of one centimeter or so say.,,B,3.0,A,12.0,,1118277.0,1118897.0,620.0,True,,,12A,,,Round?
627,17,12A,right_left,right,left,0.3549989148257739,0.3764285782658248,0.9866156932233654,0.5493640262565344,0.5075667261578539,0.0552392061469192,0.4594455207930286,0.0686591636924137,0.3453829511907857,0.2080098617849141,0.2866772693650887,0.2004872126023968,0.2308068294235481,0.1283789936669694,0.4885700300802537,0.2659243444326927,0.0503041047279252,0.0411508533337676,0.0270071668135092,0.055294539854026,0.0594573561220828,0.0971864731478369,0.0217282390963288,,,,,,B,3.0,A,12.0,,1118277.0,1118897.0,620.0,True,,,12A,,,Round?,A,3.0,A,12.0,,1118889.0,1119249.0,360.0,True,,12A,12A,,"Yes, around.",
628,17,12A,both,right,both,0.4073443697448758,0.417400044439955,0.9594473639547522,0.3209738188553693,0.4097314788471522,0.4346162742722704,0.5090132636148871,0.3933129653401925,0.5196510379396316,0.2769624385128261,0.4709264809843061,0.1683283446994656,0.3726126112620339,0.0525563586556239,,,0.127948356701571,0.0411508533337676,0.0270071668135092,0.055294539854026,0.2147458600693744,0.3239619653322149,0.1055297548065339,,,,,,A,3.0,A,12.0,,1118889.0,1119249.0,360.0,True,,12A,12A,,"Yes, around.",,B,4.0,B,12.0,,1184093.0,1184423.0,330.0,True,,,,12A,,"Okay, then again we have the one with that- with the right, so that flat v- round plane."
629,17,12B,both,right,both,0.3512504006969865,0.363305975137536,0.981683605212004,0.2685573642199843,0.6032502478106122,0.2028813673181505,0.4860211658748856,0.3773942461095451,0.3617233146028833,0.1680728388337031,0.3017859663656992,0.1199900389589944,0.2521680034417194,0.0914766496156568,,,0.0715306443362636,0.0145892642074703,0.011543668305653,0.0176348601092875,0.1284720244650569,0.1186623807251366,0.1382816682049772,,,,,,A,3.0,A,12.0,,1121196.0,1121526.0,330.0,True,,12B,,,And then he also has one of those on the left.,,B,4.0,B,12.0,,1187160.0,1187490.0,330.0,True,,,12C,12B,,And left those two things intertwined.
630,17,12C,both,right,both,0.3369922712507889,0.3501016672179971,1.019449332296371,0.3030902266069105,0.5733432280984154,0.1114070007989922,0.4621017381091253,0.222399989522723,0.3400873380768459,0.156951111236414,0.2760382881795917,0.1712648657771211,0.2272844668778219,0.1804896694291347,,,0.1419061487748741,0.1553402730846914,0.0432284887032717,0.2674520574661111,0.1284720244650569,0.1186623807251366,0.1382816682049772,,,,,,A,3.0,A,12.0,,1122234.0,1122878.0,644.0,True,,12C,,,"And there's an arrow like that on it, too.",,B,4.0,B,12.0,,1187160.0,1187490.0,330.0,True,,,12C,12B,,And left those two things intertwined.
631,17,14A,right,right,right,0.3946117872777088,0.3950808862865075,,0.3405723323940957,,0.4809670355427445,,0.5007237673212995,,0.3612958485164346,,0.3424715972017071,,0.3416401426899711,,,0.0347998267429681,0.0317720641628122,0.0267743486530278,0.0367697796725965,0.037827589323124,0.0148209295051477,0.0608342491411002,,,,,,A,3.0,A,14.0,,1142277.0,1142607.0,330.0,True,,14A,,,"Oh yes, do you have that picture with the egg on it.",,B,4.0,B,14.0,,1251064.0,1251394.0,330.0,True,,,,14A,,"Okay, this one has that egg on top"
632,17,14B,both,both,both,0.2335305550736726,0.2368306931987709,0.3739154842854351,0.2847082029965024,0.1626535972875423,0.320588598533539,0.0945340756350359,0.3076726235356893,0.0858850681451784,0.3138146926007701,0.099889140133612,0.3109984773372419,0.138587736752761,0.3091189636407644,,,0.1829988148300457,0.2118090473993409,0.226852790612422,0.1967653041862599,0.1541885822607506,0.1546873254898085,0.1536898390316927,,,,,,A,3.0,A,14.0,,1144846.0,1145466.0,620.0,True,14D,14B,,,And so then it seems that steer what then....,,B,4.0,B,14.0,,1252107.0,1252546.0,439.0,True,,,14D,14B,,"And then that steering wheel, you know."
633,17,14D,both,both,both,0.2335305550736726,0.2368306931987709,0.3739154842854351,0.2847082029965024,0.1626535972875423,0.320588598533539,0.0945340756350359,0.3076726235356893,0.0858850681451784,0.3138146926007701,0.099889140133612,0.3109984773372419,0.138587736752761,0.3091189636407644,,,0.1829988148300457,0.2118090473993409,0.226852790612422,0.1967653041862599,0.1541885822607506,0.1546873254898085,0.1536898390316927,,,,,,A,3.0,A,14.0,,1144846.0,1145466.0,620.0,True,14D,14B,,,And so then it seems that steer what then....,,B,4.0,B,14.0,,1252107.0,1252546.0,439.0,True,,,14D,14B,,"And then that steering wheel, you know."
634,17,03C,right,right,right,0.3042455713845287,0.3110724467966815,,0.5091605888091818,,0.3109763716040902,,0.3341823134127497,,0.2344579237140017,,0.2262060197296789,,0.2104902110374702,,,0.0681115061806903,0.0196578434044297,0.0141701060230882,0.0251455807857711,0.1165651689569509,0.0277757888963344,0.2053545490175675,,,,,,B,3.0,B,3.0,,1152974.0,1154148.0,1174.0,True,,,,03C,,"Okay, this one again has under that kind of rod",A,4.0,A,3.0,,1265090.0,1265600.0,510.0,True,,03C,,,Then I have one with a screw like that.,
635,17,03D,right,right,right,0.2385805240816886,0.2415237583029763,,0.7489745793246639,,0.1802794120445761,,0.218458066229715,,0.1086020252302423,,0.0839518836998366,,0.0912171779610977,,,0.1275665783889253,0.0262373881615002,0.014804413008771,0.0376703633142293,0.2288957686163505,0.0438928789227807,0.4138986583099203,,,,,,B,3.0,B,3.0,,1154628.0,1157963.0,3335.0,True,,,,03D,,"And then one of those triangles, you know?",A,4.0,A,3.0,,1267960.0,1268876.0,916.0,True,,03D,,,And that screw is again in that triangle.,
636,17,03B,right,right,right,0.4345186471621929,0.4349977128443514,,0.946889002281446,,0.1253865532639419,,0.3022344774139434,,0.4130845475373019,,0.4238656116462234,,0.3956516908303006,,,0.0574236511464176,0.0636898613217585,0.0300568617382722,0.0973228609052449,0.0511574409710767,0.0139820816754105,0.088332800266743,,,,,,B,3.0,B,3.0,,1159899.0,1160571.0,672.0,True,,,,03B,,And then right such a block on it still.,A,4.0,A,3.0,,1270120.0,1271189.0,1069.0,True,,03B,,,And then that square on the top right.,
637,17,05A,both,right,both,0.5002710007232058,0.5035265468405454,1.0824725328307454,0.3374135853272846,0.4216601274507133,0.2333078910788306,0.6180240509996338,0.2218718993228843,0.7320291439747385,0.4104802440788099,0.7024582348798427,0.3586775099541566,0.6155438410924486,0.2693129476883816,,,0.1373207032706865,0.0755605579665359,0.0264520192573318,0.1246690966757401,0.1990808485748371,0.2080688282522842,0.19009286889739,,,,,,A,4.0,A,5.0,,1170869.0,1171223.0,354.0,True,,05A,,,oh yes the one whose beam above say just barely takes up the entire diameter,,B,5.0,B,5.0,,1484942.5,1485272.5,330.0,True,,,05A-REP,05A-REP,,"Okay, this is again the one with that bar on top horizontally located"
638,17,12C,both,right,both,0.3109522984039705,0.3182869361701492,1.079590776623276,0.3370807607357576,0.5108868642657807,0.0807372938237876,0.4641001386628654,0.0891161855970497,0.3354851617703174,0.0756408154996974,0.3001600993469259,0.0842544848341419,0.285252946775874,0.0891220529121725,,,0.1260377461099468,0.0999862026869827,0.0501057909589873,0.1498666144149782,0.1520892895329108,0.1816348632599612,0.1225437158058604,,,,,,B,4.0,B,12.0,,1187215.0,1187795.0,580.0,True,,,12C,12B,,And left those two things intertwined.,A,4.0,B,12.0,,1208223.0,1208553.0,330.0,True,,12C,,,"Yes, yes, with that nail again that's in an-that other, so to speak.",
639,17,12A,right,right,right,0.3576049507354463,0.359794575750182,,0.595468347350399,,0.446017581387584,,0.4213983450006895,,0.2965887536593493,,0.2160322894762508,,0.1701243875384051,,,0.111969448883149,0.1022428004562182,0.1204932931650253,0.0839923077474111,0.1216960973100798,0.0364526567559073,0.2069395378642524,,,,,,B,4.0,B,12.0,,1200292.0,1201090.0,798.0,True,,,,12A,,"No, no, so on the right he has such a round plane.",A,4.0,B,12.0,,1201706.0,1203177.0,1471.0,True,,12A,,,,"No, no, so on the right he has such a round plane."
640,17,12A,right,right,right,0.2594204289417361,0.2651620242298076,,0.560295140836438,,0.2459367517692381,,0.2125464373153858,,0.1748895477448243,,0.1770293692088579,,0.1858253267756727,,,0.1067546129369687,0.1022428004562182,0.1204932931650253,0.0839923077474111,0.1112664254177192,0.0170492560544763,0.2054835947809621,,,,,,A,4.0,B,12.0,,1201706.0,1203177.0,1471.0,True,,12A,,,,"No, no, so on the right he has such a round plane.",B,4.0,B,12.0,,1203851.0,1204181.0,330.0,True,,,,12A,,"Which you could grab it by, probably, sort of."
641,17,12A,right,right,right,0.4419923556722064,0.4458781861293703,,1.166550637171732,,0.1994773657957348,,0.20084849841002,,0.3240145332540349,,0.3688848959801402,,0.3921782034215767,,,0.0946179399365237,0.0779694544553281,0.0489535974629096,0.1069853114477467,0.1112664254177192,0.0170492560544763,0.2054835947809621,,,,,,B,4.0,B,12.0,,1203851.0,1204181.0,330.0,True,,,,12A,,"Which you could grab it by, probably, sort of.",A,5.0,A,12.0,,1428000.0,1429189.0,1189.0,True,,12A,,,Then I have one here with that on the right side such a round slice,
642,17,01B,both,right,both,0.2469150290995224,0.2690835284596283,1.0285402157279908,0.6208757567260478,0.1495418261321327,0.1691314542882539,0.1863729491561406,0.1093070511732639,0.1678780889795711,0.0963105847592307,0.1287869418311279,0.0838033615017979,0.1341179205329384,0.0883141983857728,,,0.1664669450470588,0.1751617266245937,0.0475746515134349,0.3027488017357524,0.157772163469524,0.1556564112342845,0.1598879157047634,,,,,,A,4.0,A,1.0,,1237538.0,1239080.0,1542.0,True,,01B,,,one with such a the flatter surface on the right side.,,B,5.0,B,1.0,,1576136.0,1577514.0,1378.0,True,,,01B,01B,,and then that dark square area on the right.
643,17,01A,right_left,right,left,0.5577525410865103,0.5586483224365056,1.4056528491768447,0.8810902924303123,0.3015675675824836,0.1212561483086175,0.3923311270081063,0.2264294948934239,0.331720268906766,0.2168395496180113,0.3304158398401778,0.18190625349196,0.3278763392163739,0.1299189217465043,0.2643992205947859,0.7209480539059732,0.0988730040711755,0.08314172700452,0.0281396960450601,0.1381437579639799,0.1146042811378311,0.2148102260174044,0.0143983362582578,,,,,,A,4.0,A,1.0,,1240588.0,1240918.0,330.0,True,,01A,,,And then above that a kind of...,Yes.,B,5.0,B,1.0,,1573545.0,1573938.0,393.0,True,,,01A,,,This is again the one with the nail on top in it
644,17,01C,right_left,right,left,0.2848445035343661,0.2875701458257979,0.9227864353417222,0.4258178537895862,0.328677057828615,0.2487866403232949,0.3385997112157946,0.3600816164348619,0.2837107252350296,0.3676085437346938,0.2208723552262502,0.3499224111602035,0.1751235125075897,0.3343642027362932,0.257956819672797,0.2480708856265219,0.1408698365926865,0.20694380435392,0.088756844649645,0.325130764058195,0.0747958688314531,0.1263388689029073,0.0232528687599988,,,,,,A,4.0,A,1.0,,1243293.0,1245893.0,2600.0,True,,01C,,,"And then on the left also two of those blocks getting smaller like that,",,B,5.0,B,1.0,,1578942.0,1579741.0,799.0,True,,,01C,,,And on the left those two dings.
645,17,03D,right,right,right,0.4116979093667194,0.412727549128872,,0.9495553253667977,,0.4483006068461563,,0.4396873750415997,,0.2351445329501378,,0.181642385496053,,0.2158572304995719,,,0.0298859446369261,0.0262373881615002,0.014804413008771,0.0376703633142293,0.033534501112352,0.0137564582243199,0.053312544000384,,,,,,A,4.0,A,3.0,,1267960.0,1268876.0,916.0,True,,03D,,,And that screw is again in that triangle.,,B,4.0,A,3.0,,1299832.0,1300582.0,750.0,True,,,,03D,,That under that you then have that triangle again as well?
646,17,03B,right,right,right,0.3796327255497014,0.3809151422100896,,0.673192251728574,,0.2088343720330655,,0.2821792586293499,,0.3940087283177931,,0.3987128642655581,,0.3208688783238683,,,0.0463052570490804,0.0636898613217585,0.0300568617382722,0.0973228609052449,0.0289206527764022,0.005059071660299,0.0527822338925055,,,,,,A,4.0,A,3.0,,1270120.0,1271189.0,1069.0,True,,03B,,,And then that square on the top right.,,B,4.0,A,3.0,,1304536.0,1304866.0,330.0,True,,,,03B,,"And then on the right you have one of those, really a square block."
647,17,03C,right_left,right,left,0.3523095090222533,0.3538465806411934,0.9925604568997674,0.3455987706904104,0.19630228880239,0.0696694186312448,0.1370468372878688,0.0477913021224325,0.1096643564109116,0.1369108896006177,0.144636571461792,0.0741974642039841,0.1307399685834269,0.0633550437128591,0.2489807299234158,0.3032150036568266,0.1459948242016454,0.0948858085500043,0.0250980103820996,0.164673606717909,0.1971038398532865,0.2279746147756902,0.1662330649308829,,,,,,A,4.0,A,3.0,,1285235.0,1286631.0,1396.0,True,,03C,,,And that screw is on the ground then.,,B,5.0,B,3.0,,1510921.0,1512686.0,1765.0,True,,,03C,,,"Okay, this is again the one that has so under such a tail."
648,17,16A,right_left,right,left,0.3864350038406579,0.3936417714680518,1.3604515751810662,0.8107966604402876,0.1895376562446755,0.1354523709372694,0.2069614238060917,0.1937773844041183,0.0869507389523017,0.1135365535195412,0.060367209341929,0.0940300058937039,0.0446575746469148,0.0783449271852773,0.4302358281102308,0.3099036209894013,0.1150888260273565,0.0323938388284292,0.0131440509442009,0.0516436267126574,0.1977838132262839,0.3573483090223087,0.0382193174302591,,,,,,B,4.0,B,16.0,,1321310.0,1321970.0,660.0,True,,,16A,,,"Okay, this one on top has that spoon again.",A,5.0,A,16.0,,1557959.0,1558330.0,371.0,True,,16A-REP,,,"Then this is the one, yes the spoon-like one that is inserted into it",
649,17,16B,right_left,right,left,0.3714894861414755,0.3767991577955632,0.7975932657106681,0.8514875365153641,0.2001802353559265,0.2848482462531437,0.368243423826543,0.4446250721185925,0.3223843355842937,0.2989538578208842,0.2111276861531946,0.2804593216102234,0.0657287310581307,0.2612474519495424,0.2735421859812894,0.3012273480226564,0.1552417778656024,0.207892389346183,0.0254252456880373,0.3903595330043287,0.1025911663850219,0.1974677974677053,0.0077145353023384,,,,,,B,4.0,B,16.0,,1325950.0,1326390.0,440.0,True,,,16B,,,And then on the right that block which becomes narrow from narrow to wide.,A,5.0,A,16.0,,1565427.0,1566710.0,1283.0,True,,16B,,,,
650,17,06A,left,left,left,0.2272659305988568,0.2288729280274634,0.3843616835595893,,0.1515565116259201,,0.2305228808082209,,0.2411368657990771,,0.2047551422524413,,0.1512624995478919,,,,0.1829411004859595,0.1077510364317779,0.1898269414625226,0.0256751314010332,0.2581311645401411,0.4853572127621819,0.0309051163181003,,,,,,B,4.0,B,6.0,,1369031.0,1370663.0,1632.0,True,,,06A,,,"Okay, here I have the one again with the spoon inserted li- from the left.",A,5.0,A,6.0,,1494391.0,1494810.0,419.0,True,06A,,,,Then this one with the spoon inserted from the left,
651,17,13A,both,both,both,0.6165064483811109,0.6211241952606991,1.030383698711765,1.197465078539572,0.4406842896117364,0.4088677064458137,0.5737617982844594,0.7235373864090677,0.5899653943686949,0.5678805135043863,0.5316332992400649,0.5007865114200973,0.4376064923393606,0.3955052116983127,,,0.0716866367134763,0.0877879553496049,0.1187755957210033,0.0568003149782064,0.0555853180773477,0.0404443392200055,0.0707262969346899,,,,,,A,4.0,A,13.0,,1403241.0,1404827.0,1586.0,True,13A,13A,,,Then this is the one with those three squares on both sides.,,B,5.0,B,13.0,,1551061.5,1551391.5,330.0,True,,,13A,13A,,And with those three times or two times three shapes on both sides.
652,17,13D,right_left,right,left,0.3542401021085553,0.3712898895774452,1.0258632631488456,0.2254875411470607,0.1429042699534147,0.1127917558489394,0.2118049317398639,0.1201199063420538,0.1213774988861236,0.2319299470827134,0.0798538977662497,0.225091080963744,0.0747900478223315,0.2157305412263479,0.2429369097113229,0.2371362970872521,0.121814522936078,0.0432889436680003,0.0525616075671614,0.0340162797688393,0.2003401022041556,0.3779468350812194,0.0227333693270917,,,,,,A,4.0,A,13.0,,1406327.0,1407068.0,741.0,True,,13D,,,And it's on that big blue surface.,,B,5.0,B,13.0,,1545389.0,1546195.0,806.0,True,,,13D,,,"Okay, and this is the one with the flat surface it's on"
653,17,04B,right_left,right,left,0.2868407431599862,0.2871134436449924,0.6717380354256444,0.2270299244974147,0.3235443111046606,0.1125481000081931,0.3561580614814167,0.0675212947152269,0.2994765214157085,0.0615089628875439,0.23851005010988,0.050744366187893,0.2343736911241404,0.1020998949885281,0.5362534056185019,0.195049678414045,0.0971590279058186,0.0992377289327506,0.0291594544687201,0.169316003396781,0.0950803268788866,0.1809945973720563,0.0091660563857168,3.0,0.0,2.0,1.0,,B,4.0,B,4.0,,1418102.0,1418725.0,623.0,True,,,04B,,,"And then on the right those two bars, among other things.",A,5.0,A,4.0,,1587343.0,1587964.0,621.0,True,,04B,,,,
654,17,12A,right,right,right,0.4947765972817253,0.5007490930878715,,1.073295335816133,,0.5728758701648923,,0.4289124395452618,,0.3774938920165681,,0.3110177539167752,,0.2050642922307216,,,0.1099331970327166,0.0779694544553281,0.0489535974629096,0.1069853114477467,0.1418969396101051,0.176940703299366,0.1068531759208441,,,,,,A,5.0,A,12.0,,1428000.0,1429189.0,1189.0,True,,12A,,,Then I have one here with that on the right side such a round slice,,B,6.0,B,12.0,,1669964.0,1671021.0,1057.0,True,,,,12A,,This is the one on the right that has that round flat surface
655,17,05A,both,left,both,0.5366480293820959,0.5398866006323362,0.2610239799760005,1.1327411216243657,0.2896829894674427,0.5602439547070115,0.4254262937558549,0.7308430299946733,0.4623177457966176,0.693075386492012,0.4310842208705271,0.623138923343028,0.3270470531898473,0.5031516533677701,,,0.2180062537561688,0.1577695503130836,0.2971823329978283,0.0183567676283388,0.278242957199254,0.3021627477879104,0.2543231666105977,,,,,,B,5.0,B,5.0,,1487489.0,1487996.0,507.0,True,,,05A,05A,,and then the one that is almost as long as the mold.,A,6.0,A,5.0,,1678858.0,1679418.0,560.0,True,05A-REP,,,,"Oh, this is the one on top of which is a beam",
656,17,06A,left,left,left,0.2490826547728407,0.2529363024517684,0.4203760099494988,,0.209808473134571,,0.275502354852671,,0.2263684269192147,,0.2010014531734154,,0.1614392106076735,,,,0.2605878635268469,0.1077510364317779,0.1898269414625226,0.0256751314010332,0.4134246906219158,0.4560451730033862,0.3708042082404453,,,,,,A,5.0,A,6.0,,1494391.0,1494810.0,419.0,True,06A,,,,Then this one with the spoon inserted from the left,,B,6.0,B,6.0,,1725372.0,1726085.0,713.0,True,,,06A,,Oh yes.,And that excellent thing.
657,17,03C,both,both,left,0.2871069816198827,0.2888298739523789,0.4700887323345041,0.7508823363499826,0.1063958053953555,0.2709025143935348,0.2100635622139669,0.3089868514031145,0.2061823359200827,0.3011993856851607,0.2165280880708853,0.2071931285578637,0.2465301580069978,0.1503308811071435,,,0.1358626431987494,0.0746214465442122,0.0642026950747452,0.0850401980136792,0.1971038398532865,0.2279746147756902,0.1662330649308829,,,,,,B,5.0,B,3.0,,1510921.0,1512686.0,1765.0,True,,,03C,,,"Okay, this is again the one that has so under such a tail.",A,6.0,A,3.0,,1659787.0,1660501.0,714.0,True,03C,03C,,,yes that say so up is held up by so that screw,
658,17,03D,both,both,right,0.1109500648241208,0.1154882223020139,0.1896455343745274,0.5456293718022421,0.0668696433192162,0.0821994712592737,0.0585479471584577,0.0862152402839545,0.0440451359081315,0.047835901745656,0.0360581396461026,0.0715920648454954,0.0374733691854096,0.0652889583609832,,,0.1512072630202345,0.1661340848521746,0.2000430421924777,0.1322251275118715,0.1362804411882944,0.1263114735372393,0.1462494088393496,,,,,,B,5.0,B,3.0,,1513157.0,1516641.0,3484.0,True,,,,03D,,"With such a triangle under it z- yet again, so to speak.",A,6.0,A,3.0,,1660701.0,1661661.0,960.0,True,03D,03D,,,And that that triangle all the way down say.,
659,17,16A,right,right,right,0.2478819668115728,0.2490718050289075,,0.8848305767634976,,0.184028490504038,,0.1713407864774373,,0.0885133276545583,,0.0799515550563551,,0.0786270644135504,,,0.0914370364297981,0.0323938388284292,0.0131440509442009,0.0516436267126574,0.150480234031167,0.0333394037224816,0.2676210643398524,,,,,,A,5.0,A,16.0,,1557959.0,1558330.0,371.0,True,,16A-REP,,,"Then this is the one, yes the spoon-like one that is inserted into it",,B,6.0,B,16.0,,1699780.0,1700110.0,330.0,True,,,,16A-REP,,This is the one with the spoon in from the top and then to the right.
660,17,01A,right_left,right,left,0.5048066526161525,0.5051182156534465,1.0766674225167203,0.8944023568967181,0.0599991854221268,0.2083635496946362,0.2214481250152403,0.297335768969712,0.1245858562403952,0.244322872457936,0.1598076641365281,0.2172119844594776,0.1880057651904238,0.2004225531585406,0.4662908336299222,0.4440287646136932,0.0827536758261261,0.0509030705144211,0.0103526475480386,0.0914534934808036,0.1146042811378311,0.2148102260174044,0.0143983362582578,,,,,,B,5.0,B,1.0,,1573545.0,1573938.0,393.0,True,,,01A,,,This is again the one with the nail on top in it,A,6.0,A,1.0,,1734860.0,1735190.0,330.0,True,,01A,,,And then some kind of nail in it,
661,17,01B,both,right,both,0.2570740570933577,0.2658569518309191,0.669008520466154,0.5771809746989172,0.1178356031870679,0.1621417183264396,0.2071836253441394,0.1624890090391519,0.214488266785279,0.1882329079602396,0.1911079530886286,0.2041477270514267,0.1658840246717172,0.2251883545011317,,,0.1102362362898262,0.0627003091101284,0.006654898133576,0.1187457200866808,0.157772163469524,0.1556564112342845,0.1598879157047634,,,,,,B,5.0,B,1.0,,1576136.0,1577514.0,1378.0,True,,,01B,01B,,and then that dark square area on the right.,A,6.0,A,1.0,,1730874.0,1731204.0,330.0,True,,01B-REP,,,And this is the one with the flat piece on the right.,
662,17,01C,right_left,right,left,0.5220396650416435,0.5233450952191653,0.6521184544429625,0.4124393416336319,0.1498318429492661,0.2146937552181139,0.1334268813241758,0.2996997894644763,0.1233129441245061,0.2730829934917816,0.1099754411471726,0.2775063506608987,0.106033106262485,0.3000293783647488,0.3520875190693006,0.4606362684752147,0.0873721792267077,0.0999484896219622,0.0128056239701654,0.187091355273759,0.0747958688314531,0.1263388689029073,0.0232528687599988,,,,,,B,5.0,B,1.0,,1578942.0,1579741.0,799.0,True,,,01C,,,And on the left those two dings.,A,6.0,A,1.0,,1736192.0,1736854.0,662.0,True,,01C,,,"And to the left, again, two of those little castles.",
663,17,04B,right,right,right,0.4396125401977248,0.4412422571254327,,1.0806303860367923,,0.1658983184456718,,0.2243569112521558,,0.3626994958790789,,0.404003606281789,,0.400086523290861,,,0.0671054465172984,0.0992377289327506,0.0291594544687201,0.169316003396781,0.0349731641018463,0.0145357479351157,0.0554105802685769,,,,,,A,5.0,A,4.0,,1587343.0,1587964.0,621.0,True,,04B,,,,,B,6.0,B,4.0,,1635027.0,1635357.0,330.0,True,,,,04B,,And on the right those two same.
664,17,11A,right_left,right,left,0.3417565621177516,0.3481109546463741,1.2625586366682189,0.60975743316858,0.2550303158955975,0.1432808288584637,0.454233287330021,0.391664711701207,0.3643912630643331,0.3549210916811759,0.3209889472947931,0.3063362197400839,0.2755779286846577,0.1945724358717536,0.3731548540612247,0.3189056216407891,0.0878200403769605,0.0383850358009298,0.0121936911609892,0.0645763804408704,0.1372550449529913,0.1663984274397384,0.1081116624662442,,,,,,B,5.0,B,11.0,,1597500.0,1597878.0,378.0,True,,,11A,,,One of which is a beam and one of which is some kind of other thing.,A,6.0,A,11.0,,1713799.0,1715361.0,1562.0,True,,11A,,,and then in it two things one of which is that rectangular thing and the other....,
665,18,04B,both,both,both,0.7837231530058034,0.7841145835654988,1.3421752500472297,1.3030498790411702,0.4912228406367688,0.3138886963257232,0.7496346273121178,0.7327649420689714,0.7753866223944437,0.8246296818248573,0.7221637355742443,0.8214150194514697,0.5821581906252601,0.7461883507673847,,,0.1052113286154929,0.0410658285098684,0.0421370901704401,0.0399945668492967,0.1693568287211173,0.1662646738670454,0.1724489835751892,,,,,,A,1.0,B,4.0,,28250.0,28640.0,390.0,True,04B,04B,,,"Yes, and it has of those two of those bars from...",,B,1.0,B,4.0,,29555.0,29885.0,330.0,True,,,04B,04B,"Yes, and it has of those two of those bars from...","Yes, like that, two like that."
666,18,04B,both,both,both,0.8026752421264824,0.8034555070578245,1.396216309509848,1.294939726348451,0.5222473096402418,0.3037196779452953,0.8011593983569922,0.7211883271856521,0.8299490689695938,0.8144624185313567,0.7744473159420013,0.806837423744063,0.6284554501170911,0.7384804792272031,,,0.1115042651587766,0.0536517015964359,0.0649107397739548,0.0423926634189169,0.1693568287211173,0.1662646738670454,0.1724489835751892,,,,,,B,1.0,B,4.0,,29555.0,29885.0,330.0,True,,,04B,04B,"Yes, and it has of those two of those bars from...","Yes, like that, two like that.",A,2.0,A,4.0,,632890.0,633260.0,370.0,True,04B,04B,,,And two bars sticking out.,
